store_id,sku_id,ranged_flag,target_cover_days,min_cover_days,max_cover_days,store_sku_capacity_units,service_level_target,store_sku_priority
STR012,SKU000161,1,18,11,30,8,0.95,0.86
STR012,SKU000162,1,16,11,26,41,0.9,0.99
STR012,SKU000163,1,10,4,24,16,0.95,0.87
STR012,SKU000164,1,21,14,31,31,0.95,1.02
STR012,SKU000165,1,18,13,26,10,0.95,1.05
STR012,SKU000166,1,10,4,18,32,0.95,1.05
STR012,SKU000167,1,14,9,24,22,0.92,1.12
STR012,SKU000168,1,18,11,32,16,0.97,0.87
STR012,SKU000169,1,16,10,28,8,0.92,1.15
STR012,SKU000170,1,10,4,22,31,0.97,0.79
STR012,SKU000171,1,18,11,32,25,0.95,0.79
STR012,SKU000172,1,16,11,30,27,0.95,0.97
STR012,SKU000174,1,21,15,31,16,0.9,0.97
STR012,SKU000175,1,18,12,26,39,0.9,0.83
STR012,SKU000177,1,14,9,28,33,0.9,0.77
STR012,SKU000178,1,12,5,20,6,0.92,0.99
STR012,SKU000184,1,21,14,31,18,0.92,1.11
STR012,SKU000185,1,16,11,24,21,0.92,1.14
STR012,SKU000187,1,18,12,28,36,0.9,1.03
STR012,SKU000188,1,14,9,22,28,0.95,1.13
STR012,SKU000189,1,21,15,29,27,0.97,0.91
STR012,SKU000191,1,10,4,20,18,0.97,0.96
STR012,SKU000192,1,12,6,26,16,0.97,0.81
STR012,SKU000196,1,16,9,24,35,0.9,1.14
STR012,SKU000197,1,16,11,26,39,0.97,0.95
STR012,SKU000198,1,10,4,22,33,0.97,0.89
STR012,SKU000199,1,14,9,24,30,0.92,1.04
STR012,SKU000200,1,14,8,22,12,0.97,1.1
STR012,SKU000203,1,14,8,24,17,0.95,0.99
STR012,SKU000204,1,10,4,20,12,0.9,0.84
STR012,SKU000205,1,14,8,24,34,0.97,0.79
STR012,SKU000207,1,16,9,30,21,0.9,0.96
STR012,SKU000209,1,14,9,22,33,0.97,0.95
STR012,SKU000211,1,21,15,35,16,0.92,1.03
STR012,SKU000212,1,10,4,18,20,0.95,1.0
STR012,SKU000213,1,16,11,26,9,0.9,1.02
STR012,SKU000216,1,21,15,35,7,0.97,0.8
STR012,SKU000217,1,16,10,24,22,0.97,0.89
STR012,SKU000218,1,21,14,35,20,0.97,0.77
STR012,SKU000219,1,21,15,33,17,0.9,0.89
STR012,SKU000221,1,12,6,20,8,0.97,1.12
STR012,SKU000222,1,14,9,28,20,0.97,0.82
STR012,SKU000226,1,18,13,26,24,0.97,1.01
STR012,SKU000227,1,21,14,35,13,0.97,1.13
STR012,SKU000229,1,10,5,20,24,0.97,0.96
STR012,SKU000231,1,18,12,30,22,0.95,1.01
STR012,SKU000233,1,10,4,18,10,0.92,1.07
STR012,SKU000234,1,18,12,32,14,0.92,0.95
STR012,SKU000235,1,18,12,26,30,0.92,0.89
STR012,SKU000236,1,18,12,32,38,0.95,0.85
STR012,SKU000238,1,18,13,28,18,0.9,0.99
STR012,SKU000239,1,12,6,22,25,0.9,1.12
STR012,SKU000241,1,21,16,33,31,0.9,0.92
STR012,SKU000242,1,10,5,18,31,0.97,0.79
STR012,SKU000243,1,16,11,28,11,0.9,1.03
STR012,SKU000245,1,14,8,24,36,0.9,1.1
STR012,SKU000248,1,21,15,31,19,0.92,1.0
STR012,SKU000250,1,12,7,22,20,0.97,1.08
STR012,SKU000251,1,14,7,28,20,0.9,1.08
STR012,SKU000252,1,14,8,24,23,0.9,1.08
STR012,SKU000253,1,12,5,26,42,0.95,0.82
STR012,SKU000254,1,14,9,28,9,0.92,1.01
STR012,SKU000256,1,18,12,32,36,0.97,1.09
STR012,SKU000259,1,18,12,32,41,0.92,1.03
STR012,SKU000260,1,21,15,31,28,0.9,0.99
STR012,SKU000263,1,14,8,28,32,0.97,0.97
STR012,SKU000264,1,16,10,26,17,0.9,0.87
STR012,SKU000265,1,14,8,26,11,0.97,1.09
STR012,SKU000266,1,12,5,22,14,0.9,0.89
STR012,SKU000267,1,10,4,24,6,0.95,0.82
STR012,SKU000268,1,16,11,24,7,0.97,1.0
STR012,SKU000269,1,10,4,22,25,0.9,1.07
STR012,SKU000270,1,12,7,20,33,0.97,0.9
STR012,SKU000271,1,16,10,24,28,0.97,0.92
STR012,SKU000272,1,21,15,35,16,0.92,0.89
STR012,SKU000274,1,21,14,31,26,0.92,1.09
STR012,SKU000275,1,12,6,24,39,0.92,1.09
STR012,SKU000276,1,21,15,35,42,0.92,0.88
STR012,SKU000277,1,18,11,28,28,0.9,1.0
STR012,SKU000278,1,16,9,30,17,0.9,1.09
STR012,SKU000279,1,14,8,28,21,0.97,0.87
STR012,SKU000280,1,10,5,18,13,0.9,0.77
STR012,SKU000281,1,12,6,26,35,0.97,1.15
STR012,SKU000282,1,10,4,20,41,0.97,0.77
STR012,SKU000283,1,16,10,26,7,0.95,0.82
STR012,SKU000284,1,14,9,28,15,0.9,0.93
STR012,SKU000285,1,16,11,26,40,0.95,1.02
STR012,SKU000286,1,10,4,20,38,0.92,1.07
STR012,SKU000287,1,10,4,24,22,0.97,0.85
STR012,SKU000288,1,16,10,28,14,0.95,0.84
STR012,SKU000289,1,18,12,32,6,0.97,1.02
STR012,SKU000291,1,21,15,29,41,0.9,0.91
STR012,SKU000292,1,14,9,24,42,0.95,1.15
STR012,SKU000293,1,18,11,28,31,0.92,1.11
STR012,SKU000294,1,18,12,30,28,0.9,0.92
STR012,SKU000295,1,12,5,22,18,0.92,1.04
STR012,SKU000296,1,21,15,33,22,0.97,0.81
STR012,SKU000297,1,16,9,24,11,0.9,0.99
STR012,SKU000298,1,10,4,18,34,0.97,0.84
STR012,SKU000299,1,16,9,26,20,0.97,0.94
STR012,SKU000300,1,16,9,30,33,0.97,0.95
STR012,SKU000303,1,18,13,26,13,0.97,0.97
STR012,SKU000304,1,16,10,28,26,0.97,0.8
STR012,SKU000305,1,18,13,30,33,0.97,1.14
STR012,SKU000306,1,18,12,26,18,0.97,0.85
STR012,SKU000308,1,10,5,24,36,0.92,1.08
STR012,SKU000309,1,12,6,26,42,0.95,0.86
STR012,SKU000311,1,16,11,26,37,0.97,0.79
STR012,SKU000312,1,12,7,20,37,0.92,1.1
STR012,SKU000313,1,18,11,30,41,0.9,0.86
STR012,SKU000314,1,10,4,24,15,0.92,0.92
STR012,SKU000316,1,21,14,33,12,0.97,1.07
STR012,SKU000317,1,14,9,24,23,0.95,1.07
STR012,SKU000318,1,12,6,26,32,0.92,1.11
STR012,SKU000319,1,21,14,33,30,0.9,1.05
STR012,SKU000320,1,21,14,31,28,0.97,0.83
STR012,SKU000321,1,16,10,30,6,0.92,1.07
STR012,SKU000322,1,14,7,24,34,0.95,0.83
STR012,SKU000324,1,14,8,22,20,0.92,1.1
STR012,SKU000325,1,16,10,24,31,0.95,1.08
STR012,SKU000326,1,10,4,18,20,0.97,0.91
STR012,SKU000327,1,21,14,31,10,0.9,0.78
STR012,SKU000329,1,18,11,30,40,0.92,1.04
STR012,SKU000330,1,18,11,26,13,0.95,1.07
STR012,SKU000331,1,14,9,26,33,0.95,1.15
STR012,SKU000334,1,14,8,24,34,0.97,1.06
STR012,SKU000336,1,18,12,26,32,0.95,0.92
STR012,SKU000337,1,12,5,24,34,0.92,1.15
STR012,SKU000338,1,16,10,30,42,0.92,0.99
STR012,SKU000339,1,12,7,24,27,0.9,1.1
STR012,SKU000340,1,10,4,22,18,0.97,0.98
STR012,SKU000343,1,18,11,30,10,0.95,0.96
STR012,SKU000345,1,18,13,26,16,0.9,0.78
STR012,SKU000348,1,18,13,30,41,0.95,1.14
STR012,SKU000350,1,16,9,26,27,0.9,1.12
STR012,SKU000351,1,21,14,29,26,0.92,1.01
STR012,SKU000355,1,21,15,33,19,0.97,1.12
STR012,SKU000356,1,21,16,29,29,0.9,0.87
STR012,SKU000357,1,12,5,22,9,0.95,0.99
STR012,SKU000358,1,21,16,31,10,0.92,1.11
STR012,SKU000361,1,12,6,24,16,0.9,0.78
STR012,SKU000363,1,14,8,22,31,0.95,1.02
STR012,SKU000364,1,10,5,20,38,0.92,0.82
STR012,SKU000365,1,18,13,26,38,0.95,1.12
STR012,SKU000366,1,16,9,26,12,0.9,1.1
STR012,SKU000368,1,12,7,22,25,0.95,1.11
STR012,SKU000370,1,12,6,24,29,0.95,0.84
STR012,SKU000372,1,14,7,24,28,0.95,0.81
STR012,SKU000373,1,16,11,30,26,0.97,1.0
STR012,SKU000376,1,12,6,24,6,0.95,1.04
STR012,SKU000377,1,18,12,26,13,0.97,0.89
STR012,SKU000378,1,12,6,26,14,0.97,1.0
STR012,SKU000379,1,10,4,24,41,0.97,1.11
STR012,SKU000380,1,10,4,24,12,0.9,0.93
STR012,SKU000381,1,18,13,28,39,0.9,1.1
STR012,SKU000382,1,10,4,18,39,0.9,0.81
STR012,SKU000385,1,12,5,20,20,0.92,0.94
STR012,SKU000386,1,21,14,29,24,0.97,1.04
STR012,SKU000387,1,12,6,26,32,0.9,0.91
STR012,SKU000388,1,14,9,26,18,0.92,0.97
STR012,SKU000390,1,16,9,24,35,0.95,1.08
STR012,SKU000391,1,14,7,28,20,0.9,0.95
STR012,SKU000392,1,16,11,24,16,0.92,0.98
STR012,SKU000393,1,16,10,24,11,0.92,0.79
STR012,SKU000394,1,18,13,26,6,0.92,0.85
STR012,SKU000396,1,12,5,26,37,0.95,1.08
STR012,SKU000398,1,18,13,30,16,0.9,0.9
STR012,SKU000400,1,12,7,24,28,0.92,0.84
STR012,SKU000401,1,14,8,22,22,0.9,0.98
STR012,SKU000402,1,14,7,22,38,0.95,0.81
STR012,SKU000404,1,14,9,22,18,0.92,0.94
STR012,SKU000405,1,10,5,20,7,0.92,0.77
STR012,SKU000406,1,18,11,30,33,0.92,0.9
STR012,SKU000410,1,10,4,18,29,0.95,1.0
STR012,SKU000412,1,21,15,33,24,0.95,1.07
STR012,SKU000413,1,21,15,33,42,0.9,0.93
STR012,SKU000414,1,14,8,22,36,0.95,0.78
STR012,SKU000416,1,10,4,20,7,0.9,0.77
STR012,SKU000417,1,21,14,33,26,0.95,0.97
STR012,SKU000419,1,21,15,29,17,0.97,1.05
STR012,SKU000421,1,18,12,30,12,0.97,1.07
STR012,SKU000422,1,16,11,28,11,0.9,1.0
STR012,SKU000424,1,18,13,26,36,0.95,1.08
STR012,SKU000425,1,10,5,20,17,0.95,0.95
STR012,SKU000426,1,16,11,26,15,0.92,0.9
STR012,SKU000428,1,16,10,26,25,0.97,0.89
STR012,SKU000429,1,18,12,28,18,0.97,1.11
STR012,SKU000430,1,10,4,24,32,0.9,0.94
STR012,SKU000431,1,16,9,30,12,0.92,0.86
STR012,SKU000433,1,18,13,26,9,0.9,1.03
STR012,SKU000434,1,18,12,30,16,0.97,0.92
STR012,SKU000435,1,14,9,22,11,0.97,0.88
STR012,SKU000437,1,18,13,28,23,0.9,0.87
STR012,SKU000438,1,21,16,33,11,0.92,1.12
STR012,SKU000439,1,12,7,22,30,0.95,0.78
STR012,SKU000440,1,21,16,29,14,0.92,0.89
STR012,SKU000442,1,16,11,24,34,0.92,1.04
STR012,SKU000443,1,14,9,26,37,0.92,0.96
STR012,SKU000444,1,12,5,26,36,0.92,1.13
STR012,SKU000445,1,18,12,26,24,0.95,0.79
STR012,SKU000448,1,10,5,22,36,0.97,0.85
STR012,SKU000450,1,14,7,24,19,0.92,0.79
STR012,SKU000452,1,12,5,20,26,0.92,0.96
STR012,SKU000453,1,21,15,31,32,0.95,1.05
STR012,SKU000454,1,14,9,22,10,0.9,0.92
STR012,SKU000455,1,14,7,24,9,0.97,0.96
STR012,SKU000456,1,18,11,30,35,0.97,0.87
STR012,SKU000457,1,21,15,33,38,0.95,0.98
STR012,SKU000458,1,10,4,20,29,0.9,1.06
STR012,SKU000459,1,16,9,30,14,0.92,1.15
STR012,SKU000461,1,21,14,35,28,0.9,0.8
STR012,SKU000462,1,10,4,24,7,0.92,1.13
STR012,SKU000463,1,14,8,26,27,0.97,1.1
STR012,SKU000464,1,16,10,24,19,0.9,1.1
STR012,SKU000465,1,16,11,30,27,0.95,0.86
STR012,SKU000466,1,16,9,24,39,0.95,1.1
STR012,SKU000467,1,14,7,26,13,0.92,0.78
STR012,SKU000468,1,10,4,18,31,0.97,0.89
STR012,SKU000469,1,10,5,22,22,0.9,0.91
STR012,SKU000473,1,16,10,26,42,0.9,1.06
STR012,SKU000475,1,12,6,26,36,0.92,1.05
STR012,SKU000476,1,18,12,32,27,0.9,0.96
STR012,SKU000477,1,14,7,28,8,0.9,1.01
STR012,SKU000478,1,12,7,26,27,0.95,1.06
STR012,SKU000479,1,16,10,30,33,0.95,1.12
STR012,SKU000481,1,12,5,26,32,0.95,0.77
STR012,SKU000483,1,16,10,24,21,0.95,0.78
STR012,SKU000485,1,18,12,28,20,0.97,1.04
STR012,SKU000486,1,18,13,26,32,0.95,0.83
STR012,SKU000487,1,10,4,18,31,0.97,1.08
STR012,SKU000488,1,10,4,20,19,0.92,0.83
STR012,SKU000489,1,16,9,24,38,0.92,0.86
STR012,SKU000491,1,12,5,26,8,0.92,0.78
STR012,SKU000492,1,12,5,22,8,0.95,1.05
STR012,SKU000494,1,12,7,20,8,0.92,1.03
STR012,SKU000496,1,18,13,32,24,0.9,0.86
STR012,SKU000497,1,21,16,31,9,0.92,0.9
STR012,SKU000498,1,12,7,22,31,0.97,1.07
STR012,SKU000499,1,18,11,32,38,0.95,0.96
STR012,SKU000500,1,14,7,22,36,0.97,1.11
STR012,SKU000501,1,10,5,18,36,0.92,0.98
STR012,SKU000503,1,10,4,20,42,0.9,1.12
STR012,SKU000505,1,14,9,22,33,0.9,0.77
STR012,SKU000506,1,21,16,31,9,0.9,0.88
STR012,SKU000507,1,16,11,28,34,0.95,1.1
STR012,SKU000508,1,14,7,24,28,0.97,0.83
STR012,SKU000510,1,12,6,26,19,0.9,1.05
STR012,SKU000511,1,18,11,32,32,0.97,0.87
STR012,SKU000512,1,12,6,20,24,0.95,1.0
STR012,SKU000513,1,14,7,24,22,0.92,0.79
STR012,SKU000514,1,18,13,32,13,0.95,0.92
STR012,SKU000515,1,21,15,33,7,0.92,0.88
STR012,SKU000516,1,14,8,22,31,0.92,0.91
STR012,SKU000517,1,16,10,24,25,0.95,0.77
STR012,SKU000518,1,18,13,26,13,0.92,1.03
STR012,SKU000519,1,10,4,24,28,0.97,1.04
STR012,SKU000520,1,14,8,28,38,0.97,0.81
STR012,SKU000521,1,12,6,20,8,0.97,0.94
STR012,SKU000522,1,16,11,30,39,0.95,1.13
STR012,SKU000523,1,18,13,32,35,0.95,0.89
STR012,SKU000524,1,21,15,31,20,0.97,1.05
STR012,SKU000525,1,16,9,30,12,0.92,0.87
STR012,SKU000526,1,10,4,18,14,0.9,0.8
STR012,SKU000527,1,16,9,26,41,0.95,0.78
STR012,SKU000529,1,18,12,28,9,0.95,0.96
STR012,SKU000530,1,18,11,28,28,0.9,0.93
STR012,SKU000531,1,16,10,26,31,0.9,0.85
STR012,SKU000535,1,14,8,26,19,0.92,1.03
STR012,SKU000536,1,16,10,24,29,0.97,0.83
STR012,SKU000537,1,16,10,30,30,0.92,1.1
STR012,SKU000539,1,21,15,35,25,0.92,1.04
STR012,SKU000540,1,10,5,20,20,0.95,0.85
STR012,SKU000542,1,14,7,24,31,0.95,0.93
STR012,SKU000544,1,10,5,18,10,0.97,1.0
STR012,SKU000546,1,18,11,26,38,0.95,0.94
STR012,SKU000548,1,14,8,22,35,0.95,0.84
STR012,SKU000549,1,10,4,20,31,0.92,1.06
STR012,SKU000550,1,16,9,30,17,0.92,0.92
STR012,SKU000553,1,18,11,28,11,0.9,0.94
STR012,SKU000555,1,10,4,24,17,0.92,0.93
STR012,SKU000556,1,10,4,18,41,0.9,1.13
STR012,SKU000557,1,10,4,20,25,0.92,0.98
STR012,SKU000558,1,12,7,24,39,0.97,0.83
STR012,SKU000559,1,21,14,33,26,0.97,1.08
STR012,SKU000562,1,16,11,28,27,0.92,0.84
STR012,SKU000563,1,14,9,22,37,0.9,1.1
STR012,SKU000564,1,10,4,22,42,0.97,0.79
STR012,SKU000565,1,21,15,29,39,0.92,1.08
STR012,SKU000566,1,14,9,24,20,0.97,1.05
STR012,SKU000567,1,21,16,35,34,0.9,0.84
STR012,SKU000568,1,18,12,30,10,0.92,1.13
STR012,SKU000569,1,18,11,28,18,0.97,1.02
STR012,SKU000571,1,14,7,28,19,0.97,1.05
STR012,SKU000572,1,18,13,30,16,0.97,0.93
STR012,SKU000573,1,12,6,24,6,0.95,0.78
STR012,SKU000575,1,16,11,26,18,0.9,1.09
STR012,SKU000577,1,21,16,35,35,0.92,0.8
STR012,SKU000578,1,12,6,20,17,0.95,0.82
STR012,SKU000581,1,21,16,31,14,0.95,0.92
STR012,SKU000582,1,21,14,35,36,0.9,1.08
STR012,SKU000583,1,10,4,22,24,0.97,0.82
STR012,SKU000587,1,21,16,35,29,0.97,0.91
STR012,SKU000589,1,16,9,24,11,0.92,0.84
STR012,SKU000590,1,16,10,26,18,0.95,1.0
STR012,SKU000591,1,16,11,28,14,0.97,1.0
STR012,SKU000592,1,14,9,28,30,0.92,0.87
STR012,SKU000595,1,10,5,18,7,0.9,1.13
STR012,SKU000596,1,21,15,33,27,0.9,0.82
STR012,SKU000599,1,18,11,28,13,0.97,0.9
STR012,SKU000600,1,14,9,26,6,0.97,1.13
STR012,SKU000602,1,16,10,26,42,0.92,1.05
STR012,SKU000603,1,21,16,35,11,0.9,0.86
STR012,SKU000604,1,18,13,28,10,0.95,1.14
STR012,SKU000605,1,18,12,30,28,0.97,1.02
STR012,SKU000606,1,21,14,31,28,0.9,0.93
STR012,SKU000608,1,16,10,30,19,0.95,1.05
STR012,SKU000609,1,12,5,22,28,0.9,1.05
STR012,SKU000610,1,21,15,29,23,0.95,1.1
STR012,SKU000611,1,10,4,24,36,0.9,0.91
STR012,SKU000612,1,18,13,28,16,0.95,1.11
STR012,SKU000615,1,10,4,24,30,0.92,0.81
STR012,SKU000617,1,16,11,30,26,0.97,0.96
STR012,SKU000618,1,21,16,29,39,0.9,0.82
STR012,SKU000623,1,10,4,22,18,0.92,0.98
STR012,SKU000626,1,21,14,35,7,0.92,0.86
STR012,SKU000628,1,21,15,33,36,0.9,0.82
STR012,SKU000630,1,21,16,29,17,0.92,0.9
STR012,SKU000632,1,18,11,26,10,0.97,1.0
STR012,SKU000633,1,18,11,32,21,0.95,1.08
STR012,SKU000634,1,14,7,22,33,0.97,1.05
STR012,SKU000635,1,21,14,33,8,0.95,0.86
STR012,SKU000638,1,16,10,24,28,0.95,1.11
STR012,SKU000640,1,18,12,32,26,0.97,0.93
STR012,SKU000641,1,18,12,28,40,0.9,0.99
STR012,SKU000642,1,12,5,20,30,0.9,0.87
STR012,SKU000646,1,18,11,30,15,0.95,1.01
STR012,SKU000647,1,16,10,28,11,0.95,0.97
STR012,SKU000649,1,12,6,20,31,0.95,0.87
STR012,SKU000650,1,14,8,28,34,0.95,1.03
STR012,SKU000653,1,10,4,22,33,0.9,0.83
STR012,SKU000654,1,14,7,24,15,0.92,0.77
STR012,SKU000655,1,10,4,20,29,0.97,1.05
STR012,SKU000656,1,21,16,35,25,0.97,0.85
STR012,SKU000658,1,16,10,26,22,0.9,1.0
STR012,SKU000660,1,10,5,20,18,0.95,0.92
STR012,SKU000662,1,16,9,24,31,0.92,0.96
STR012,SKU000663,1,18,13,26,42,0.92,0.85
STR012,SKU000665,1,16,9,26,10,0.92,0.96
STR012,SKU000666,1,12,7,24,22,0.9,0.97
STR012,SKU000667,1,18,12,32,41,0.92,1.14
STR012,SKU000669,1,16,11,26,22,0.9,1.07
STR012,SKU000671,1,12,6,22,15,0.92,0.97
STR012,SKU000673,1,18,13,30,16,0.97,0.79
STR012,SKU000674,1,16,9,28,22,0.97,1.02
STR012,SKU000676,1,12,6,26,9,0.97,0.89
STR012,SKU000677,1,14,9,22,12,0.95,0.96
STR012,SKU000679,1,12,5,22,8,0.92,1.15
STR012,SKU000680,1,12,7,22,29,0.92,0.94
STR012,SKU000681,1,12,7,20,7,0.95,0.9
STR012,SKU000682,1,21,15,29,14,0.9,0.8
STR012,SKU000687,1,10,4,20,26,0.92,0.99
STR012,SKU000688,1,12,7,22,36,0.97,1.06
STR012,SKU000689,1,10,4,24,32,0.97,1.12
STR012,SKU000690,1,16,11,28,39,0.92,1.12
STR012,SKU000691,1,21,16,35,21,0.9,0.84
STR012,SKU000692,1,18,13,32,16,0.97,1.07
STR012,SKU000693,1,14,7,26,22,0.95,1.02
STR012,SKU000694,1,12,5,22,34,0.97,1.11
STR012,SKU000695,1,16,11,26,28,0.9,0.92
STR012,SKU000696,1,21,15,33,8,0.92,1.07
STR012,SKU000700,1,18,11,28,8,0.9,0.94
STR012,SKU000701,1,16,11,30,35,0.9,1.04
STR012,SKU000702,1,21,16,33,22,0.97,0.79
STR012,SKU000703,1,12,7,22,19,0.95,0.95
STR012,SKU000707,1,18,11,32,22,0.97,0.87
STR012,SKU000708,1,16,11,26,17,0.9,0.97
STR012,SKU000709,1,21,14,31,25,0.92,0.89
STR012,SKU000710,1,18,13,32,15,0.95,0.98
STR012,SKU000711,1,16,10,28,7,0.92,0.98
STR012,SKU000712,1,21,16,31,22,0.95,0.79
STR012,SKU000713,1,21,14,29,14,0.9,1.0
STR012,SKU000714,1,10,4,18,12,0.95,1.05
STR012,SKU000716,1,16,11,24,8,0.9,1.07
STR012,SKU000717,1,16,11,28,23,0.92,0.93
STR012,SKU000719,1,10,5,18,16,0.97,1.09
STR012,SKU000720,1,10,4,22,20,0.92,1.09
STR012,SKU000721,1,14,8,22,18,0.9,0.81
STR012,SKU000724,1,21,14,29,21,0.97,0.85
STR012,SKU000725,1,12,7,24,42,0.92,0.93
STR012,SKU000726,1,18,11,32,23,0.9,1.01
STR012,SKU000728,1,14,8,28,39,0.95,0.94
STR012,SKU000729,1,21,14,29,17,0.97,1.08
STR012,SKU000730,1,12,6,26,36,0.92,0.89
STR012,SKU000731,1,21,14,35,12,0.9,1.02
STR012,SKU000734,1,14,7,24,23,0.92,0.79
STR012,SKU000735,1,12,5,22,29,0.95,0.85
STR012,SKU000736,1,10,4,22,30,0.92,0.92
STR012,SKU000737,1,18,13,28,11,0.92,0.93
STR012,SKU000738,1,12,6,20,14,0.92,0.96
STR012,SKU000740,1,21,16,31,7,0.95,0.95
STR012,SKU000741,1,12,5,22,30,0.9,1.14
STR012,SKU000742,1,16,11,28,42,0.95,1.0
STR012,SKU000743,1,21,15,35,15,0.92,1.05
STR012,SKU000744,1,10,4,18,26,0.9,0.9
STR012,SKU000745,1,12,7,24,12,0.97,0.99
STR012,SKU000746,1,16,11,30,7,0.97,0.92
STR012,SKU000748,1,21,14,35,12,0.95,0.91
STR012,SKU000749,1,21,15,31,15,0.95,0.8
STR012,SKU000750,1,10,4,24,22,0.9,0.85
STR012,SKU000751,1,14,7,28,8,0.97,0.78
STR012,SKU000753,1,12,6,24,36,0.95,0.98
STR012,SKU000754,1,18,12,26,17,0.95,0.89
STR012,SKU000755,1,21,16,35,40,0.9,1.12
STR012,SKU000756,1,21,14,29,19,0.95,0.79
STR012,SKU000757,1,14,7,22,32,0.97,1.02
STR012,SKU000758,1,14,9,24,6,0.97,0.81
STR012,SKU000760,1,16,9,26,26,0.97,0.97
STR012,SKU000761,1,10,4,18,6,0.92,0.91
STR012,SKU000763,1,12,6,24,35,0.92,0.96
STR012,SKU000764,1,21,14,29,36,0.9,0.99
STR012,SKU000765,1,18,11,30,33,0.9,1.0
STR012,SKU000766,1,10,4,22,40,0.92,1.03
STR012,SKU000768,1,21,15,33,11,0.9,1.11
STR012,SKU000770,1,14,8,26,6,0.97,0.85
STR012,SKU000771,1,10,4,18,14,0.95,0.8
STR012,SKU000772,1,16,9,24,32,0.97,0.82
STR012,SKU000777,1,21,14,31,14,0.95,1.12
STR012,SKU000780,1,16,11,26,38,0.97,1.13
STR012,SKU000781,1,16,9,26,18,0.92,0.94
STR012,SKU000782,1,12,7,26,8,0.92,0.92
STR012,SKU000783,1,10,4,22,34,0.97,1.11
STR012,SKU000784,1,18,11,28,6,0.95,0.79
STR012,SKU000786,1,18,13,32,9,0.97,1.07
STR012,SKU000788,1,18,11,28,22,0.95,0.84
STR012,SKU000789,1,12,7,20,39,0.92,1.07
STR012,SKU000790,1,10,5,18,40,0.97,0.95
STR012,SKU000791,1,10,4,18,13,0.92,0.92
STR012,SKU000792,1,21,15,31,14,0.92,1.14
STR012,SKU000793,1,16,11,26,21,0.97,0.95
STR012,SKU000794,1,10,4,24,24,0.9,1.07
STR012,SKU000796,1,18,13,30,31,0.95,1.06
STR012,SKU000797,1,10,4,18,6,0.97,1.04
STR012,SKU000798,1,18,11,28,18,0.9,0.86
STR012,SKU000799,1,18,13,26,17,0.95,0.98
STR012,SKU000800,1,10,4,18,24,0.97,1.0
STR012,SKU000804,1,12,5,26,16,0.9,0.98
STR012,SKU000806,1,18,13,26,9,0.97,1.13
STR012,SKU000807,1,14,9,28,15,0.97,0.92
STR012,SKU000812,1,18,13,26,2,0.9,1.13
STR012,SKU000813,1,12,5,22,8,0.95,0.94
STR012,SKU000814,1,14,8,22,6,0.97,1.13
STR012,SKU000817,1,12,6,26,9,0.97,0.82
STR012,SKU000818,1,14,7,24,2,0.95,0.87
STR012,SKU000821,1,14,8,28,6,0.9,0.91
STR012,SKU000822,1,18,13,28,13,0.97,0.99
STR012,SKU000824,1,14,8,22,8,0.92,0.84
STR012,SKU000825,1,18,11,30,6,0.97,0.94
STR012,SKU000826,1,10,4,24,15,0.92,0.89
STR012,SKU000827,1,14,8,22,12,0.95,0.94
STR012,SKU000829,1,12,5,20,5,0.9,1.06
STR012,SKU000831,1,21,14,31,14,0.9,1.1
STR012,SKU000833,1,21,15,33,4,0.97,1.06
STR012,SKU000837,1,16,10,30,12,0.9,1.11
STR012,SKU000838,1,12,6,26,2,0.97,0.9
STR012,SKU000839,1,14,8,22,11,0.92,0.79
STR012,SKU000840,1,12,5,24,2,0.92,1.07
STR012,SKU000841,1,16,10,30,2,0.9,0.88
STR012,SKU000843,1,10,4,24,11,0.95,1.11
STR012,SKU000845,1,12,5,26,10,0.92,1.07
STR012,SKU000846,1,16,10,28,12,0.9,0.85
STR012,SKU000850,1,18,12,30,11,0.9,0.79
STR012,SKU000853,1,16,11,26,13,0.95,0.77
STR012,SKU000854,1,10,4,22,10,0.92,1.01
STR012,SKU000856,1,16,9,24,10,0.97,1.06
STR012,SKU000858,1,21,16,31,2,0.97,0.8
STR012,SKU000859,1,21,16,33,8,0.97,0.86
STR012,SKU000861,1,18,11,32,15,0.95,0.88
STR012,SKU000865,1,16,9,26,15,0.92,0.84
STR012,SKU000867,1,10,5,24,4,0.97,0.87
STR012,SKU000869,1,12,7,20,2,0.97,1.15
STR012,SKU000870,1,10,4,24,6,0.97,0.97
STR012,SKU000871,1,18,11,32,7,0.92,0.85
STR012,SKU000872,1,16,10,26,10,0.92,0.98
STR012,SKU000873,1,12,7,20,8,0.95,1.11
STR012,SKU000878,1,18,13,32,13,0.95,1.15
STR012,SKU000880,1,14,8,28,5,0.97,0.82
STR012,SKU000881,1,18,13,32,4,0.9,1.1
STR012,SKU000882,1,10,4,18,8,0.9,1.04
STR012,SKU000883,1,18,13,30,7,0.97,0.92
STR012,SKU000884,1,16,10,26,15,0.95,0.96
STR012,SKU000885,1,18,11,32,14,0.95,0.91
STR012,SKU000886,1,12,5,24,15,0.95,0.99
STR012,SKU000889,1,12,6,20,4,0.92,0.83
STR012,SKU000890,1,10,5,18,14,0.95,0.93
STR012,SKU000891,1,16,9,30,4,0.92,0.89
STR012,SKU000892,1,18,12,28,2,0.9,0.84
STR012,SKU000893,1,14,7,24,13,0.97,1.07
