run_date,store_id,sku_id,stock_on_hand,in_transit_qty,last_delivery_date
2026-05-15,STR015,SKU000990,4,0,2026-05-05
2026-05-15,STR015,SKU000992,10,0,2026-05-08
2026-05-15,STR015,SKU000993,0,1,2026-05-14
2026-05-15,STR015,SKU000994,2,0,2026-05-05
2026-05-15,STR015,SKU000995,8,0,2026-05-06
2026-05-15,STR015,SKU000996,1,0,2026-05-03
2026-05-15,STR015,SKU000997,2,8,2026-05-09
2026-05-15,STR015,SKU000998,16,0,2026-05-07
2026-05-15,STR015,SKU000999,6,4,2026-05-04
2026-05-15,STR015,SKU001000,2,0,2026-05-12
2026-05-15,STR015,SKU001001,8,0,2026-05-07
2026-05-15,STR015,SKU001003,11,0,2026-05-10
2026-05-15,STR015,SKU001004,5,0,2026-05-04
2026-05-15,STR015,SKU001005,4,0,2026-05-14
2026-05-15,STR015,SKU001006,4,0,2026-05-08
2026-05-15,STR015,SKU001007,5,0,2026-05-06
2026-05-15,STR015,SKU001010,0,0,2026-05-08
2026-05-15,STR015,SKU001011,7,8,2026-05-07
2026-05-15,STR015,SKU001012,10,0,2026-05-13
2026-05-15,STR015,SKU001016,1,0,2026-05-04
2026-05-15,STR015,SKU001018,1,2,2026-05-11
2026-05-15,STR015,SKU001020,3,0,2026-05-08
2026-05-15,STR015,SKU001021,2,0,2026-05-14
2026-05-15,STR015,SKU001025,4,0,2026-05-04
2026-05-15,STR015,SKU001028,1,4,2026-05-06
2026-05-15,STR015,SKU001032,6,0,2026-05-05
2026-05-15,STR015,SKU001034,1,0,2026-05-04
2026-05-15,STR015,SKU001035,2,8,2026-05-05
2026-05-15,STR015,SKU001037,0,0,2026-05-12
2026-05-15,STR015,SKU001040,2,4,2026-05-07
2026-05-15,STR015,SKU001041,9,8,2026-05-13
2026-05-15,STR015,SKU001042,8,4,2026-05-09
2026-05-15,STR015,SKU001043,7,4,2026-05-14
2026-05-15,STR015,SKU001045,1,4,2026-05-03
2026-05-15,STR015,SKU001047,8,2,2026-05-03
2026-05-15,STR015,SKU001049,1,0,2026-05-13
2026-05-15,STR015,SKU001050,1,4,2026-05-04
2026-05-15,STR015,SKU001051,7,0,2026-05-12
2026-05-15,STR015,SKU001052,1,1,2026-05-14
2026-05-15,STR015,SKU001053,0,0,2026-05-09
2026-05-15,STR015,SKU001054,0,0,2026-05-07
2026-05-15,STR015,SKU001055,1,0,2026-05-08
2026-05-15,STR015,SKU001056,2,8,2026-05-03
2026-05-15,STR015,SKU001057,0,0,2026-05-13
2026-05-15,STR015,SKU001058,2,1,2026-05-04
2026-05-15,STR015,SKU001059,1,2,2026-05-06
2026-05-15,STR015,SKU001060,1,0,2026-05-06
2026-05-15,STR015,SKU001061,3,0,2026-05-13
2026-05-15,STR015,SKU001064,0,2,2026-05-04
2026-05-15,STR015,SKU001069,0,0,2026-05-08
2026-05-15,STR015,SKU001072,4,0,2026-05-07
2026-05-15,STR015,SKU001073,1,0,2026-05-12
2026-05-15,STR015,SKU001079,2,2,2026-05-14
2026-05-15,STR015,SKU001081,3,0,2026-05-14
2026-05-15,STR015,SKU001082,3,1,2026-05-13
2026-05-15,STR015,SKU001083,0,4,2026-05-11
2026-05-15,STR015,SKU001084,3,0,2026-05-12
2026-05-15,STR015,SKU001085,2,4,2026-05-08
2026-05-15,STR015,SKU001087,8,0,2026-05-10
2026-05-15,STR015,SKU001088,9,0,2026-05-04
2026-05-15,STR015,SKU001090,14,0,2026-05-04
2026-05-15,STR015,SKU001091,0,0,2026-05-13
2026-05-15,STR015,SKU001093,0,0,2026-05-06
2026-05-15,STR015,SKU001094,12,4,2026-05-13
2026-05-15,STR015,SKU001095,2,0,2026-05-11
2026-05-15,STR015,SKU001096,13,0,2026-05-06
2026-05-15,STR015,SKU001097,1,0,2026-05-11
2026-05-15,STR015,SKU001098,8,0,2026-05-09
2026-05-15,STR015,SKU001099,0,0,2026-05-12
2026-05-15,STR015,SKU001100,4,0,2026-05-05
2026-05-15,STR015,SKU001101,1,0,2026-05-04
2026-05-15,STR015,SKU001102,10,0,2026-05-09
2026-05-15,STR015,SKU001110,3,2,2026-05-07
2026-05-15,STR015,SKU001113,7,4,2026-05-08
2026-05-15,STR015,SKU001115,10,2,2026-05-13
2026-05-15,STR015,SKU001116,3,0,2026-05-08
2026-05-15,STR015,SKU001117,3,1,2026-05-13
2026-05-15,STR015,SKU001118,8,0,2026-05-04
2026-05-15,STR015,SKU001119,7,4,2026-05-14
2026-05-15,STR015,SKU001123,2,0,2026-05-09
2026-05-15,STR015,SKU001125,0,0,2026-05-12
2026-05-15,STR015,SKU001127,11,0,2026-05-05
2026-05-15,STR015,SKU001128,3,1,2026-05-06
2026-05-15,STR015,SKU001129,4,0,2026-05-12
2026-05-15,STR015,SKU001130,1,0,2026-05-12
2026-05-15,STR015,SKU001131,1,0,2026-05-06
2026-05-15,STR015,SKU001132,7,0,2026-05-14
2026-05-15,STR015,SKU001133,9,0,2026-05-12
2026-05-15,STR015,SKU001134,4,0,2026-05-04
2026-05-15,STR015,SKU001135,6,2,2026-05-11
2026-05-15,STR015,SKU001136,12,8,2026-05-05
2026-05-15,STR015,SKU001137,2,4,2026-05-03
2026-05-15,STR015,SKU001140,2,4,2026-05-10
2026-05-15,STR015,SKU001141,0,4,2026-05-09
2026-05-15,STR015,SKU001142,1,0,2026-05-05
2026-05-15,STR015,SKU001144,3,0,2026-05-04
2026-05-15,STR015,SKU001145,2,0,2026-05-12
2026-05-15,STR015,SKU001150,0,0,2026-05-08
2026-05-15,STR015,SKU001151,1,1,2026-05-13
2026-05-15,STR015,SKU001152,16,0,2026-05-13
2026-05-15,STR015,SKU001153,13,8,2026-05-04
2026-05-15,STR015,SKU001155,12,4,2026-05-03
2026-05-15,STR015,SKU001157,0,0,2026-05-05
2026-05-15,STR015,SKU001158,6,0,2026-05-12
2026-05-15,STR015,SKU001159,12,0,2026-05-09
2026-05-15,STR015,SKU001160,0,0,2026-05-06
2026-05-15,STR015,SKU001162,6,0,2026-05-09
2026-05-15,STR015,SKU001163,5,0,2026-05-07
2026-05-15,STR015,SKU001164,7,2,2026-05-10
2026-05-15,STR015,SKU001166,7,8,2026-05-05
2026-05-15,STR015,SKU001168,0,0,2026-05-03
2026-05-15,STR015,SKU001170,5,0,2026-05-13
2026-05-15,STR015,SKU001171,0,0,2026-05-10
2026-05-15,STR015,SKU001172,9,0,2026-05-06
2026-05-15,STR015,SKU001173,0,0,2026-05-08
2026-05-15,STR015,SKU001175,7,0,2026-05-07
2026-05-15,STR015,SKU001178,2,0,2026-05-14
2026-05-15,STR015,SKU001180,5,0,2026-05-04
2026-05-15,STR015,SKU001181,9,4,2026-05-08
2026-05-15,STR015,SKU001182,6,8,2026-05-05
2026-05-15,STR015,SKU001184,10,2,2026-05-10
2026-05-15,STR015,SKU001186,15,2,2026-05-09
2026-05-15,STR015,SKU001190,1,8,2026-05-10
2026-05-15,STR015,SKU001192,14,0,2026-05-06
2026-05-15,STR015,SKU001193,2,1,2026-05-12
2026-05-15,STR015,SKU001195,3,0,2026-05-03
2026-05-15,STR015,SKU001198,8,1,2026-05-05
2026-05-15,STR015,SKU001200,8,4,2026-05-08
2026-05-15,STR016,SKU000001,0,12,2026-05-11
2026-05-15,STR016,SKU000002,6,12,2026-05-12
2026-05-15,STR016,SKU000004,1,12,2026-05-04
2026-05-15,STR016,SKU000006,11,6,2026-05-08
2026-05-15,STR016,SKU000007,20,0,2026-05-03
2026-05-15,STR016,SKU000008,3,6,2026-05-12
2026-05-15,STR016,SKU000009,0,0,2026-05-08
2026-05-15,STR016,SKU000010,21,0,2026-05-05
2026-05-15,STR016,SKU000011,7,6,2026-05-14
2026-05-15,STR016,SKU000012,28,0,2026-05-14
2026-05-15,STR016,SKU000013,2,0,2026-05-12
2026-05-15,STR016,SKU000014,0,0,2026-05-11
2026-05-15,STR016,SKU000015,3,0,2026-05-03
2026-05-15,STR016,SKU000016,6,3,2026-05-03
2026-05-15,STR016,SKU000017,8,0,2026-05-03
2026-05-15,STR016,SKU000018,0,3,2026-05-08
2026-05-15,STR016,SKU000019,6,0,2026-05-04
2026-05-15,STR016,SKU000020,17,12,2026-05-07
2026-05-15,STR016,SKU000021,27,12,2026-05-12
2026-05-15,STR016,SKU000022,24,24,2026-05-13
2026-05-15,STR016,SKU000023,2,0,2026-05-06
2026-05-15,STR016,SKU000024,13,6,2026-05-05
2026-05-15,STR016,SKU000026,0,0,2026-05-09
2026-05-15,STR016,SKU000027,1,6,2026-05-07
2026-05-15,STR016,SKU000029,1,0,2026-05-07
2026-05-15,STR016,SKU000030,0,0,2026-05-06
2026-05-15,STR016,SKU000031,23,0,2026-05-13
2026-05-15,STR016,SKU000033,2,0,2026-05-11
2026-05-15,STR016,SKU000034,5,0,2026-05-12
2026-05-15,STR016,SKU000035,0,0,2026-05-09
2026-05-15,STR016,SKU000036,3,0,2026-05-07
2026-05-15,STR016,SKU000038,27,0,2026-05-06
2026-05-15,STR016,SKU000039,16,0,2026-05-14
2026-05-15,STR016,SKU000040,30,12,2026-05-07
2026-05-15,STR016,SKU000041,11,0,2026-05-03
2026-05-15,STR016,SKU000042,3,0,2026-05-05
2026-05-15,STR016,SKU000043,5,6,2026-05-06
2026-05-15,STR016,SKU000044,3,0,2026-05-07
2026-05-15,STR016,SKU000045,10,3,2026-05-10
2026-05-15,STR016,SKU000047,27,0,2026-05-13
2026-05-15,STR016,SKU000048,15,3,2026-05-13
2026-05-15,STR016,SKU000049,1,0,2026-05-14
2026-05-15,STR016,SKU000050,2,6,2026-05-08
2026-05-15,STR016,SKU000051,9,6,2026-05-04
2026-05-15,STR016,SKU000052,19,0,2026-05-08
2026-05-15,STR016,SKU000053,7,24,2026-05-10
2026-05-15,STR016,SKU000054,10,12,2026-05-11
2026-05-15,STR016,SKU000055,10,0,2026-05-03
2026-05-15,STR016,SKU000056,3,12,2026-05-10
2026-05-15,STR016,SKU000057,1,0,2026-05-08
2026-05-15,STR016,SKU000058,8,0,2026-05-07
2026-05-15,STR016,SKU000059,24,0,2026-05-03
2026-05-15,STR016,SKU000060,1,3,2026-05-03
2026-05-15,STR016,SKU000061,3,6,2026-05-05
2026-05-15,STR016,SKU000063,2,12,2026-05-04
2026-05-15,STR016,SKU000064,16,0,2026-05-04
2026-05-15,STR016,SKU000065,5,6,2026-05-07
2026-05-15,STR016,SKU000066,3,0,2026-05-14
2026-05-15,STR016,SKU000067,6,12,2026-05-14
2026-05-15,STR016,SKU000068,20,6,2026-05-09
2026-05-15,STR016,SKU000069,6,0,2026-05-08
2026-05-15,STR016,SKU000070,6,6,2026-05-10
2026-05-15,STR016,SKU000071,22,12,2026-05-14
2026-05-15,STR016,SKU000072,21,0,2026-05-03
2026-05-15,STR016,SKU000074,7,0,2026-05-05
2026-05-15,STR016,SKU000075,2,3,2026-05-10
2026-05-15,STR016,SKU000076,9,0,2026-05-08
2026-05-15,STR016,SKU000077,13,0,2026-05-13
2026-05-15,STR016,SKU000078,3,24,2026-05-10
2026-05-15,STR016,SKU000079,6,12,2026-05-06
2026-05-15,STR016,SKU000080,15,0,2026-05-09
2026-05-15,STR016,SKU000081,3,6,2026-05-05
2026-05-15,STR016,SKU000083,0,12,2026-05-14
2026-05-15,STR016,SKU000084,0,0,2026-05-07
2026-05-15,STR016,SKU000085,10,24,2026-05-14
2026-05-15,STR016,SKU000086,16,12,2026-05-03
2026-05-15,STR016,SKU000087,23,6,2026-05-12
2026-05-15,STR016,SKU000088,8,0,2026-05-04
2026-05-15,STR016,SKU000089,26,0,2026-05-12
2026-05-15,STR016,SKU000090,14,0,2026-05-10
2026-05-15,STR016,SKU000091,17,6,2026-05-11
2026-05-15,STR016,SKU000092,21,0,2026-05-06
2026-05-15,STR016,SKU000093,2,6,2026-05-12
2026-05-15,STR016,SKU000094,17,0,2026-05-09
2026-05-15,STR016,SKU000095,3,0,2026-05-10
2026-05-15,STR016,SKU000096,4,0,2026-05-11
2026-05-15,STR016,SKU000097,5,0,2026-05-06
2026-05-15,STR016,SKU000099,27,0,2026-05-05
2026-05-15,STR016,SKU000100,4,0,2026-05-14
2026-05-15,STR016,SKU000101,9,24,2026-05-03
2026-05-15,STR016,SKU000102,24,24,2026-05-07
2026-05-15,STR016,SKU000103,19,0,2026-05-11
2026-05-15,STR016,SKU000104,25,0,2026-05-11
2026-05-15,STR016,SKU000105,6,0,2026-05-03
2026-05-15,STR016,SKU000106,0,12,2026-05-13
2026-05-15,STR016,SKU000107,2,3,2026-05-03
2026-05-15,STR016,SKU000108,21,6,2026-05-06
2026-05-15,STR016,SKU000109,16,0,2026-05-14
2026-05-15,STR016,SKU000110,23,0,2026-05-08
2026-05-15,STR016,SKU000111,2,0,2026-05-07
2026-05-15,STR016,SKU000112,3,0,2026-05-09
2026-05-15,STR016,SKU000113,3,3,2026-05-06
2026-05-15,STR016,SKU000114,3,12,2026-05-11
2026-05-15,STR016,SKU000115,2,0,2026-05-14
2026-05-15,STR016,SKU000116,2,0,2026-05-09
2026-05-15,STR016,SKU000118,13,3,2026-05-03
2026-05-15,STR016,SKU000119,24,0,2026-05-06
2026-05-15,STR016,SKU000120,7,0,2026-05-07
2026-05-15,STR016,SKU000122,0,6,2026-05-13
2026-05-15,STR016,SKU000124,9,0,2026-05-03
2026-05-15,STR016,SKU000125,25,12,2026-05-14
2026-05-15,STR016,SKU000126,20,12,2026-05-03
2026-05-15,STR016,SKU000127,11,0,2026-05-14
2026-05-15,STR016,SKU000128,0,12,2026-05-05
2026-05-15,STR016,SKU000129,24,0,2026-05-07
2026-05-15,STR016,SKU000131,11,0,2026-05-05
2026-05-15,STR016,SKU000132,5,6,2026-05-05
2026-05-15,STR016,SKU000134,5,0,2026-05-06
2026-05-15,STR016,SKU000136,8,0,2026-05-08
2026-05-15,STR016,SKU000137,0,0,2026-05-05
2026-05-15,STR016,SKU000138,0,0,2026-05-14
2026-05-15,STR016,SKU000139,16,0,2026-05-13
2026-05-15,STR016,SKU000140,22,6,2026-05-08
2026-05-15,STR016,SKU000141,7,3,2026-05-10
2026-05-15,STR016,SKU000142,8,0,2026-05-12
2026-05-15,STR016,SKU000143,17,0,2026-05-09
2026-05-15,STR016,SKU000145,0,6,2026-05-11
2026-05-15,STR016,SKU000146,0,0,2026-05-13
2026-05-15,STR016,SKU000147,6,0,2026-05-10
2026-05-15,STR016,SKU000148,1,0,2026-05-06
2026-05-15,STR016,SKU000149,2,24,2026-05-12
2026-05-15,STR016,SKU000150,22,24,2026-05-04
2026-05-15,STR016,SKU000151,0,0,2026-05-08
2026-05-15,STR016,SKU000153,4,12,2026-05-14
2026-05-15,STR016,SKU000154,23,24,2026-05-10
2026-05-15,STR016,SKU000155,16,0,2026-05-13
2026-05-15,STR016,SKU000157,8,3,2026-05-11
2026-05-15,STR016,SKU000158,18,24,2026-05-08
2026-05-15,STR016,SKU000159,8,0,2026-05-05
2026-05-15,STR016,SKU000160,7,0,2026-05-05
2026-05-15,STR016,SKU000161,5,0,2026-05-10
2026-05-15,STR016,SKU000162,7,12,2026-05-09
2026-05-15,STR016,SKU000164,20,0,2026-05-06
2026-05-15,STR016,SKU000165,22,0,2026-05-03
2026-05-15,STR016,SKU000168,14,0,2026-05-05
2026-05-15,STR016,SKU000169,1,12,2026-05-10
2026-05-15,STR016,SKU000173,0,0,2026-05-07
2026-05-15,STR016,SKU000176,13,0,2026-05-06
2026-05-15,STR016,SKU000178,9,0,2026-05-08
2026-05-15,STR016,SKU000180,2,0,2026-05-05
2026-05-15,STR016,SKU000181,3,24,2026-05-09
2026-05-15,STR016,SKU000182,2,12,2026-05-04
2026-05-15,STR016,SKU000183,0,6,2026-05-06
2026-05-15,STR016,SKU000184,0,3,2026-05-11
2026-05-15,STR016,SKU000185,0,0,2026-05-08
2026-05-15,STR016,SKU000186,14,6,2026-05-05
2026-05-15,STR016,SKU000187,8,0,2026-05-09
2026-05-15,STR016,SKU000189,4,24,2026-05-03
2026-05-15,STR016,SKU000190,14,0,2026-05-10
2026-05-15,STR016,SKU000191,2,6,2026-05-13
2026-05-15,STR016,SKU000192,22,0,2026-05-05
2026-05-15,STR016,SKU000193,2,0,2026-05-06
2026-05-15,STR016,SKU000194,0,0,2026-05-06
2026-05-15,STR016,SKU000195,5,6,2026-05-09
2026-05-15,STR016,SKU000196,10,0,2026-05-04
2026-05-15,STR016,SKU000197,6,0,2026-05-08
2026-05-15,STR016,SKU000198,14,3,2026-05-11
2026-05-15,STR016,SKU000199,15,0,2026-05-07
2026-05-15,STR016,SKU000200,27,6,2026-05-07
2026-05-15,STR016,SKU000202,5,12,2026-05-10
2026-05-15,STR016,SKU000203,7,12,2026-05-04
2026-05-15,STR016,SKU000205,7,24,2026-05-10
2026-05-15,STR016,SKU000207,19,0,2026-05-07
2026-05-15,STR016,SKU000208,12,0,2026-05-08
2026-05-15,STR016,SKU000209,9,0,2026-05-04
2026-05-15,STR016,SKU000210,7,0,2026-05-06
2026-05-15,STR016,SKU000211,0,0,2026-05-07
2026-05-15,STR016,SKU000212,1,6,2026-05-10
2026-05-15,STR016,SKU000213,3,12,2026-05-03
2026-05-15,STR016,SKU000214,7,0,2026-05-13
2026-05-15,STR016,SKU000215,20,12,2026-05-04
2026-05-15,STR016,SKU000217,2,12,2026-05-03
2026-05-15,STR016,SKU000218,25,12,2026-05-06
2026-05-15,STR016,SKU000219,10,24,2026-05-08
2026-05-15,STR016,SKU000221,22,0,2026-05-14
2026-05-15,STR016,SKU000222,7,0,2026-05-06
2026-05-15,STR016,SKU000223,5,0,2026-05-03
2026-05-15,STR016,SKU000225,0,0,2026-05-11
2026-05-15,STR016,SKU000226,5,24,2026-05-14
2026-05-15,STR016,SKU000227,19,0,2026-05-12
2026-05-15,STR016,SKU000228,16,6,2026-05-04
2026-05-15,STR016,SKU000232,0,0,2026-05-09
2026-05-15,STR016,SKU000233,19,6,2026-05-07
2026-05-15,STR016,SKU000235,1,0,2026-05-10
2026-05-15,STR016,SKU000236,3,3,2026-05-09
2026-05-15,STR016,SKU000237,29,12,2026-05-13
2026-05-15,STR016,SKU000238,16,3,2026-05-06
2026-05-15,STR016,SKU000239,7,0,2026-05-14
2026-05-15,STR016,SKU000240,11,0,2026-05-08
2026-05-15,STR016,SKU000241,25,0,2026-05-10
2026-05-15,STR016,SKU000242,25,0,2026-05-09
2026-05-15,STR016,SKU000243,0,12,2026-05-07
2026-05-15,STR016,SKU000244,8,0,2026-05-10
2026-05-15,STR016,SKU000245,20,6,2026-05-14
2026-05-15,STR016,SKU000247,7,6,2026-05-03
2026-05-15,STR016,SKU000248,12,24,2026-05-07
2026-05-15,STR016,SKU000249,11,6,2026-05-07
2026-05-15,STR016,SKU000250,9,0,2026-05-03
2026-05-15,STR016,SKU000252,2,0,2026-05-14
2026-05-15,STR016,SKU000253,4,6,2026-05-05
2026-05-15,STR016,SKU000255,11,0,2026-05-14
2026-05-15,STR016,SKU000258,13,6,2026-05-08
2026-05-15,STR016,SKU000259,14,0,2026-05-04
2026-05-15,STR016,SKU000260,15,24,2026-05-07
2026-05-15,STR016,SKU000261,3,0,2026-05-11
2026-05-15,STR016,SKU000262,3,6,2026-05-06
2026-05-15,STR016,SKU000263,11,0,2026-05-03
2026-05-15,STR016,SKU000264,8,0,2026-05-12
2026-05-15,STR016,SKU000266,14,0,2026-05-04
2026-05-15,STR016,SKU000268,9,0,2026-05-11
2026-05-15,STR016,SKU000269,0,0,2026-05-10
2026-05-15,STR016,SKU000270,2,24,2026-05-05
2026-05-15,STR016,SKU000271,16,6,2026-05-05
2026-05-15,STR016,SKU000272,2,0,2026-05-10
2026-05-15,STR016,SKU000273,3,24,2026-05-07
2026-05-15,STR016,SKU000277,7,0,2026-05-12
2026-05-15,STR016,SKU000280,8,0,2026-05-14
2026-05-15,STR016,SKU000281,18,6,2026-05-14
2026-05-15,STR016,SKU000282,3,0,2026-05-06
2026-05-15,STR016,SKU000283,20,6,2026-05-12
2026-05-15,STR016,SKU000284,4,0,2026-05-11
2026-05-15,STR016,SKU000285,5,0,2026-05-12
2026-05-15,STR016,SKU000287,2,6,2026-05-09
2026-05-15,STR016,SKU000289,3,12,2026-05-09
2026-05-15,STR016,SKU000290,28,0,2026-05-09
2026-05-15,STR016,SKU000291,29,3,2026-05-04
2026-05-15,STR016,SKU000292,23,0,2026-05-10
2026-05-15,STR016,SKU000293,14,0,2026-05-10
2026-05-15,STR016,SKU000294,1,3,2026-05-04
2026-05-15,STR016,SKU000295,1,0,2026-05-05
2026-05-15,STR016,SKU000296,12,24,2026-05-04
2026-05-15,STR016,SKU000297,0,0,2026-05-14
2026-05-15,STR016,SKU000301,0,0,2026-05-08
2026-05-15,STR016,SKU000302,6,3,2026-05-10
2026-05-15,STR016,SKU000303,1,0,2026-05-03
2026-05-15,STR016,SKU000304,9,0,2026-05-03
2026-05-15,STR016,SKU000305,5,0,2026-05-12
2026-05-15,STR016,SKU000306,3,24,2026-05-14
2026-05-15,STR016,SKU000308,9,0,2026-05-14
2026-05-15,STR016,SKU000310,4,0,2026-05-03
2026-05-15,STR016,SKU000312,3,0,2026-05-08
2026-05-15,STR016,SKU000313,16,12,2026-05-13
2026-05-15,STR016,SKU000314,19,0,2026-05-09
2026-05-15,STR016,SKU000315,23,0,2026-05-03
2026-05-15,STR016,SKU000316,0,6,2026-05-13
2026-05-15,STR016,SKU000317,19,0,2026-05-08
2026-05-15,STR016,SKU000318,4,0,2026-05-05
2026-05-15,STR016,SKU000319,2,6,2026-05-13
2026-05-15,STR016,SKU000320,6,6,2026-05-11
2026-05-15,STR016,SKU000322,4,6,2026-05-10
2026-05-15,STR016,SKU000323,6,0,2026-05-11
2026-05-15,STR016,SKU000325,15,0,2026-05-11
2026-05-15,STR016,SKU000327,1,0,2026-05-10
2026-05-15,STR016,SKU000328,4,3,2026-05-05
2026-05-15,STR016,SKU000329,8,12,2026-05-09
2026-05-15,STR016,SKU000331,13,0,2026-05-12
2026-05-15,STR016,SKU000332,23,0,2026-05-13
2026-05-15,STR016,SKU000333,3,12,2026-05-03
2026-05-15,STR016,SKU000334,5,0,2026-05-10
2026-05-15,STR016,SKU000335,4,6,2026-05-08
2026-05-15,STR016,SKU000336,18,3,2026-05-07
2026-05-15,STR016,SKU000337,9,0,2026-05-12
2026-05-15,STR016,SKU000338,0,3,2026-05-12
2026-05-15,STR016,SKU000339,19,0,2026-05-11
2026-05-15,STR016,SKU000342,15,0,2026-05-07
2026-05-15,STR016,SKU000343,11,6,2026-05-08
2026-05-15,STR016,SKU000344,20,0,2026-05-14
2026-05-15,STR016,SKU000345,10,3,2026-05-05
2026-05-15,STR016,SKU000346,18,0,2026-05-09
2026-05-15,STR016,SKU000347,8,3,2026-05-07
2026-05-15,STR016,SKU000348,15,0,2026-05-13
2026-05-15,STR016,SKU000349,0,6,2026-05-06
2026-05-15,STR016,SKU000350,8,0,2026-05-10
2026-05-15,STR016,SKU000351,16,3,2026-05-11
2026-05-15,STR016,SKU000352,15,0,2026-05-05
2026-05-15,STR016,SKU000353,25,0,2026-05-10
2026-05-15,STR016,SKU000354,25,3,2026-05-03
2026-05-15,STR016,SKU000355,0,3,2026-05-13
2026-05-15,STR016,SKU000356,11,3,2026-05-12
2026-05-15,STR016,SKU000357,14,6,2026-05-14
2026-05-15,STR016,SKU000358,1,6,2026-05-11
2026-05-15,STR016,SKU000361,0,12,2026-05-06
2026-05-15,STR016,SKU000362,0,6,2026-05-14
2026-05-15,STR016,SKU000363,5,24,2026-05-05
2026-05-15,STR016,SKU000364,9,0,2026-05-14
2026-05-15,STR016,SKU000365,7,0,2026-05-06
2026-05-15,STR016,SKU000366,7,6,2026-05-13
2026-05-15,STR016,SKU000367,13,12,2026-05-14
2026-05-15,STR016,SKU000368,13,0,2026-05-13
2026-05-15,STR016,SKU000369,1,0,2026-05-09
2026-05-15,STR016,SKU000371,1,12,2026-05-13
2026-05-15,STR016,SKU000373,15,3,2026-05-14
2026-05-15,STR016,SKU000374,0,6,2026-05-05
2026-05-15,STR016,SKU000375,11,0,2026-05-08
2026-05-15,STR016,SKU000376,7,6,2026-05-09
2026-05-15,STR016,SKU000377,0,12,2026-05-07
2026-05-15,STR016,SKU000379,26,0,2026-05-07
2026-05-15,STR016,SKU000380,20,6,2026-05-05
2026-05-15,STR016,SKU000381,2,6,2026-05-07
2026-05-15,STR016,SKU000382,28,12,2026-05-14
2026-05-15,STR016,SKU000383,1,0,2026-05-08
2026-05-15,STR016,SKU000384,13,6,2026-05-09
2026-05-15,STR016,SKU000386,6,0,2026-05-04
2026-05-15,STR016,SKU000388,16,3,2026-05-11
2026-05-15,STR016,SKU000389,6,3,2026-05-11
2026-05-15,STR016,SKU000392,14,0,2026-05-03
2026-05-15,STR016,SKU000393,23,0,2026-05-13
2026-05-15,STR016,SKU000394,17,6,2026-05-09
2026-05-15,STR016,SKU000396,1,24,2026-05-04
2026-05-15,STR016,SKU000397,6,6,2026-05-06
2026-05-15,STR016,SKU000398,0,0,2026-05-09
2026-05-15,STR016,SKU000399,6,0,2026-05-08
2026-05-15,STR016,SKU000400,7,24,2026-05-12
2026-05-15,STR016,SKU000401,23,0,2026-05-13
2026-05-15,STR016,SKU000402,3,0,2026-05-03
2026-05-15,STR016,SKU000404,3,0,2026-05-14
2026-05-15,STR016,SKU000405,16,0,2026-05-07
2026-05-15,STR016,SKU000406,0,12,2026-05-10
2026-05-15,STR016,SKU000407,27,0,2026-05-14
2026-05-15,STR016,SKU000408,23,12,2026-05-14
2026-05-15,STR016,SKU000409,15,12,2026-05-05
2026-05-15,STR016,SKU000410,13,0,2026-05-08
2026-05-15,STR016,SKU000411,12,0,2026-05-05
2026-05-15,STR016,SKU000412,22,0,2026-05-03
2026-05-15,STR016,SKU000413,13,0,2026-05-03
2026-05-15,STR016,SKU000415,14,0,2026-05-03
2026-05-15,STR016,SKU000416,1,0,2026-05-12
2026-05-15,STR016,SKU000417,27,0,2026-05-12
2026-05-15,STR016,SKU000418,2,24,2026-05-13
2026-05-15,STR016,SKU000419,6,0,2026-05-13
2026-05-15,STR016,SKU000420,16,0,2026-05-07
2026-05-15,STR016,SKU000421,2,0,2026-05-07
2026-05-15,STR016,SKU000422,9,0,2026-05-07
2026-05-15,STR016,SKU000423,0,0,2026-05-08
2026-05-15,STR016,SKU000424,1,0,2026-05-11
2026-05-15,STR016,SKU000425,4,3,2026-05-13
2026-05-15,STR016,SKU000427,25,0,2026-05-05
2026-05-15,STR016,SKU000428,5,0,2026-05-05
2026-05-15,STR016,SKU000429,5,0,2026-05-11
2026-05-15,STR016,SKU000431,2,3,2026-05-12
2026-05-15,STR016,SKU000432,5,3,2026-05-11
2026-05-15,STR016,SKU000433,10,12,2026-05-14
2026-05-15,STR016,SKU000436,0,0,2026-05-06
2026-05-15,STR016,SKU000437,8,0,2026-05-11
2026-05-15,STR016,SKU000439,23,3,2026-05-11
2026-05-15,STR016,SKU000440,4,0,2026-05-06
2026-05-15,STR016,SKU000441,13,0,2026-05-08
2026-05-15,STR016,SKU000442,11,12,2026-05-06
2026-05-15,STR016,SKU000443,0,0,2026-05-13
2026-05-15,STR016,SKU000444,21,0,2026-05-11
2026-05-15,STR016,SKU000445,1,0,2026-05-11
2026-05-15,STR016,SKU000446,1,0,2026-05-12
2026-05-15,STR016,SKU000448,4,6,2026-05-14
2026-05-15,STR016,SKU000453,12,24,2026-05-09
2026-05-15,STR016,SKU000455,16,24,2026-05-09
2026-05-15,STR016,SKU000456,15,6,2026-05-08
2026-05-15,STR016,SKU000457,24,6,2026-05-08
2026-05-15,STR016,SKU000458,18,24,2026-05-04
2026-05-15,STR016,SKU000460,1,0,2026-05-11
2026-05-15,STR016,SKU000461,0,12,2026-05-14
