order_id,store_id,sku_id,order_qty,ship_date,expected_arrival_date,status
OPEN006082,STR019,SKU000516,6,2026-05-13,2026-05-19,In transit
OPEN006083,STR019,SKU000518,12,2026-05-13,2026-05-20,In transit
OPEN006084,STR019,SKU000536,6,2026-05-13,2026-05-18,In transit
OPEN006085,STR019,SKU000544,12,2026-05-14,2026-05-17,In transit
OPEN006086,STR019,SKU000548,6,2026-05-15,2026-05-16,In transit
OPEN006087,STR019,SKU000549,6,2026-05-14,2026-05-19,In transit
OPEN006088,STR019,SKU000552,6,2026-05-12,2026-05-18,In transit
OPEN006089,STR019,SKU000553,6,2026-05-13,2026-05-20,In transit
OPEN006090,STR019,SKU000554,6,2026-05-13,2026-05-17,In transit
OPEN006091,STR019,SKU000565,12,2026-05-14,2026-05-18,In transit
OPEN006092,STR019,SKU000567,12,2026-05-15,2026-05-19,In transit
OPEN006093,STR019,SKU000569,3,2026-05-12,2026-05-16,In transit
OPEN006094,STR019,SKU000574,6,2026-05-13,2026-05-20,In transit
OPEN006095,STR019,SKU000577,6,2026-05-14,2026-05-17,In transit
OPEN006096,STR019,SKU000580,12,2026-05-13,2026-05-17,In transit
OPEN006097,STR019,SKU000582,6,2026-05-12,2026-05-16,In transit
OPEN006098,STR019,SKU000585,3,2026-05-14,2026-05-20,In transit
OPEN006099,STR019,SKU000586,6,2026-05-13,2026-05-19,In transit
OPEN006100,STR019,SKU000588,24,2026-05-12,2026-05-16,In transit
OPEN006101,STR019,SKU000590,12,2026-05-12,2026-05-18,In transit
OPEN006102,STR019,SKU000602,6,2026-05-12,2026-05-19,In transit
OPEN006103,STR019,SKU000609,6,2026-05-12,2026-05-20,In transit
OPEN006104,STR019,SKU000610,6,2026-05-14,2026-05-20,In transit
OPEN006105,STR019,SKU000615,12,2026-05-15,2026-05-18,In transit
OPEN006106,STR019,SKU000619,12,2026-05-13,2026-05-19,In transit
OPEN006107,STR019,SKU000620,24,2026-05-13,2026-05-20,In transit
OPEN006108,STR019,SKU000621,6,2026-05-14,2026-05-16,In transit
OPEN006109,STR019,SKU000623,12,2026-05-13,2026-05-17,In transit
OPEN006110,STR019,SKU000624,12,2026-05-14,2026-05-18,In transit
OPEN006111,STR019,SKU000625,6,2026-05-13,2026-05-20,In transit
OPEN006112,STR019,SKU000628,6,2026-05-14,2026-05-20,In transit
OPEN006113,STR019,SKU000633,12,2026-05-13,2026-05-19,In transit
OPEN006114,STR019,SKU000636,3,2026-05-14,2026-05-20,In transit
OPEN006115,STR019,SKU000638,24,2026-05-14,2026-05-20,In transit
OPEN006116,STR019,SKU000639,6,2026-05-13,2026-05-18,In transit
OPEN006117,STR019,SKU000643,24,2026-05-13,2026-05-20,In transit
OPEN006118,STR019,SKU000644,6,2026-05-15,2026-05-16,In transit
OPEN006119,STR019,SKU000645,6,2026-05-12,2026-05-16,In transit
OPEN006120,STR019,SKU000646,6,2026-05-13,2026-05-16,In transit
OPEN006121,STR019,SKU000652,3,2026-05-15,2026-05-18,In transit
OPEN006122,STR019,SKU000658,3,2026-05-13,2026-05-19,In transit
OPEN006123,STR019,SKU000659,24,2026-05-12,2026-05-17,In transit
OPEN006124,STR019,SKU000664,6,2026-05-14,2026-05-19,In transit
OPEN006125,STR019,SKU000667,6,2026-05-12,2026-05-20,In transit
OPEN006126,STR019,SKU000669,6,2026-05-12,2026-05-18,In transit
OPEN006127,STR019,SKU000673,12,2026-05-12,2026-05-16,In transit
OPEN006128,STR019,SKU000677,6,2026-05-14,2026-05-18,In transit
OPEN006129,STR019,SKU000680,6,2026-05-14,2026-05-19,In transit
OPEN006130,STR019,SKU000681,6,2026-05-12,2026-05-19,In transit
OPEN006131,STR019,SKU000683,6,2026-05-15,2026-05-19,In transit
OPEN006132,STR019,SKU000687,3,2026-05-15,2026-05-16,In transit
OPEN006133,STR019,SKU000689,12,2026-05-12,2026-05-16,In transit
OPEN006134,STR019,SKU000693,3,2026-05-14,2026-05-17,In transit
OPEN006135,STR019,SKU000701,6,2026-05-12,2026-05-20,In transit
OPEN006136,STR019,SKU000707,6,2026-05-14,2026-05-20,In transit
OPEN006137,STR019,SKU000715,6,2026-05-12,2026-05-19,In transit
OPEN006138,STR019,SKU000718,12,2026-05-13,2026-05-16,In transit
OPEN006139,STR019,SKU000719,6,2026-05-14,2026-05-17,In transit
OPEN006140,STR019,SKU000721,24,2026-05-12,2026-05-16,In transit
OPEN006141,STR019,SKU000722,3,2026-05-15,2026-05-17,In transit
OPEN006142,STR019,SKU000723,3,2026-05-14,2026-05-18,In transit
OPEN006143,STR019,SKU000724,6,2026-05-15,2026-05-20,In transit
OPEN006144,STR019,SKU000737,6,2026-05-12,2026-05-18,In transit
OPEN006145,STR019,SKU000742,24,2026-05-15,2026-05-17,In transit
OPEN006146,STR019,SKU000753,6,2026-05-15,2026-05-17,In transit
OPEN006147,STR019,SKU000757,6,2026-05-12,2026-05-16,In transit
OPEN006148,STR019,SKU000759,12,2026-05-15,2026-05-18,In transit
OPEN006149,STR019,SKU000764,3,2026-05-14,2026-05-18,In transit
OPEN006150,STR019,SKU000772,6,2026-05-15,2026-05-18,In transit
OPEN006151,STR019,SKU000773,12,2026-05-13,2026-05-18,In transit
OPEN006152,STR019,SKU000774,24,2026-05-13,2026-05-17,In transit
OPEN006153,STR019,SKU000775,6,2026-05-13,2026-05-19,In transit
OPEN006154,STR019,SKU000776,3,2026-05-14,2026-05-20,In transit
OPEN006155,STR019,SKU000785,6,2026-05-12,2026-05-20,In transit
OPEN006156,STR019,SKU000790,12,2026-05-14,2026-05-18,In transit
OPEN006157,STR019,SKU000793,24,2026-05-14,2026-05-17,In transit
OPEN006158,STR019,SKU000794,24,2026-05-15,2026-05-16,In transit
OPEN006159,STR019,SKU000796,3,2026-05-14,2026-05-19,In transit
OPEN006160,STR019,SKU000809,2,2026-05-13,2026-05-17,In transit
OPEN006161,STR019,SKU000812,2,2026-05-15,2026-05-18,In transit
OPEN006162,STR019,SKU000814,2,2026-05-13,2026-05-17,In transit
OPEN006163,STR019,SKU000815,4,2026-05-15,2026-05-16,In transit
OPEN006164,STR019,SKU000816,4,2026-05-14,2026-05-19,In transit
OPEN006165,STR019,SKU000826,4,2026-05-15,2026-05-16,In transit
OPEN006166,STR019,SKU000832,2,2026-05-15,2026-05-17,In transit
OPEN006167,STR019,SKU000837,2,2026-05-14,2026-05-16,In transit
OPEN006168,STR019,SKU000838,8,2026-05-12,2026-05-17,In transit
OPEN006169,STR019,SKU000854,2,2026-05-12,2026-05-17,In transit
OPEN006170,STR019,SKU000857,4,2026-05-13,2026-05-18,In transit
OPEN006171,STR019,SKU000858,8,2026-05-15,2026-05-16,In transit
OPEN006172,STR019,SKU000859,8,2026-05-12,2026-05-16,In transit
OPEN006173,STR019,SKU000860,4,2026-05-15,2026-05-20,In transit
OPEN006174,STR019,SKU000870,1,2026-05-14,2026-05-17,In transit
OPEN006175,STR019,SKU000882,2,2026-05-15,2026-05-20,In transit
OPEN006176,STR019,SKU000883,2,2026-05-15,2026-05-18,In transit
OPEN006177,STR019,SKU000889,2,2026-05-12,2026-05-20,In transit
OPEN006178,STR019,SKU000892,1,2026-05-13,2026-05-17,In transit
OPEN006179,STR019,SKU000894,1,2026-05-12,2026-05-20,In transit
OPEN006180,STR019,SKU000897,8,2026-05-14,2026-05-17,In transit
OPEN006181,STR019,SKU000898,1,2026-05-13,2026-05-18,In transit
OPEN006182,STR019,SKU000899,8,2026-05-12,2026-05-20,In transit
OPEN006183,STR019,SKU000914,4,2026-05-15,2026-05-19,In transit
OPEN006184,STR019,SKU000916,4,2026-05-14,2026-05-19,In transit
OPEN006185,STR019,SKU000922,4,2026-05-12,2026-05-20,In transit
OPEN006186,STR019,SKU000925,2,2026-05-15,2026-05-16,In transit
OPEN006187,STR019,SKU000926,8,2026-05-15,2026-05-16,In transit
OPEN006188,STR019,SKU000927,8,2026-05-12,2026-05-19,In transit
OPEN006189,STR019,SKU000934,2,2026-05-12,2026-05-19,In transit
OPEN006190,STR019,SKU000936,2,2026-05-12,2026-05-17,In transit
OPEN006191,STR019,SKU000939,4,2026-05-13,2026-05-16,In transit
OPEN006192,STR019,SKU000941,4,2026-05-12,2026-05-20,In transit
OPEN006193,STR019,SKU000942,8,2026-05-14,2026-05-17,In transit
OPEN006194,STR019,SKU000943,2,2026-05-12,2026-05-19,In transit
OPEN006195,STR019,SKU000944,4,2026-05-15,2026-05-18,In transit
OPEN006196,STR019,SKU000946,2,2026-05-15,2026-05-19,In transit
OPEN006197,STR019,SKU000947,1,2026-05-14,2026-05-19,In transit
OPEN006198,STR019,SKU000950,2,2026-05-13,2026-05-16,In transit
OPEN006199,STR019,SKU000954,8,2026-05-13,2026-05-19,In transit
OPEN006200,STR019,SKU000956,2,2026-05-13,2026-05-18,In transit
OPEN006201,STR019,SKU000964,2,2026-05-13,2026-05-16,In transit
OPEN006202,STR019,SKU000968,2,2026-05-14,2026-05-19,In transit
OPEN006203,STR019,SKU000972,4,2026-05-14,2026-05-20,In transit
OPEN006204,STR019,SKU000977,8,2026-05-15,2026-05-16,In transit
OPEN006205,STR019,SKU000978,1,2026-05-12,2026-05-16,In transit
OPEN006206,STR019,SKU000979,4,2026-05-14,2026-05-18,In transit
OPEN006207,STR019,SKU000980,4,2026-05-14,2026-05-20,In transit
OPEN006208,STR019,SKU000981,4,2026-05-13,2026-05-16,In transit
OPEN006209,STR019,SKU000986,1,2026-05-12,2026-05-20,In transit
OPEN006210,STR019,SKU001001,1,2026-05-12,2026-05-20,In transit
OPEN006211,STR019,SKU001003,1,2026-05-13,2026-05-18,In transit
OPEN006212,STR019,SKU001004,4,2026-05-14,2026-05-20,In transit
OPEN006213,STR019,SKU001013,2,2026-05-13,2026-05-16,In transit
OPEN006214,STR019,SKU001014,4,2026-05-15,2026-05-20,In transit
OPEN006215,STR019,SKU001015,4,2026-05-14,2026-05-18,In transit
OPEN006216,STR019,SKU001026,4,2026-05-13,2026-05-19,In transit
OPEN006217,STR019,SKU001037,2,2026-05-15,2026-05-20,In transit
OPEN006218,STR019,SKU001038,8,2026-05-15,2026-05-19,In transit
OPEN006219,STR019,SKU001041,8,2026-05-12,2026-05-16,In transit
OPEN006220,STR019,SKU001043,4,2026-05-15,2026-05-19,In transit
OPEN006221,STR019,SKU001048,2,2026-05-13,2026-05-17,In transit
OPEN006222,STR019,SKU001052,2,2026-05-12,2026-05-16,In transit
OPEN006223,STR019,SKU001056,4,2026-05-14,2026-05-18,In transit
OPEN006224,STR019,SKU001059,2,2026-05-14,2026-05-20,In transit
OPEN006225,STR019,SKU001063,4,2026-05-14,2026-05-19,In transit
OPEN006226,STR019,SKU001064,4,2026-05-12,2026-05-18,In transit
OPEN006227,STR019,SKU001084,2,2026-05-14,2026-05-17,In transit
OPEN006228,STR019,SKU001086,1,2026-05-14,2026-05-20,In transit
OPEN006229,STR019,SKU001092,4,2026-05-12,2026-05-20,In transit
OPEN006230,STR019,SKU001093,2,2026-05-14,2026-05-16,In transit
OPEN006231,STR019,SKU001094,4,2026-05-13,2026-05-20,In transit
OPEN006232,STR019,SKU001096,4,2026-05-13,2026-05-18,In transit
OPEN006233,STR019,SKU001097,8,2026-05-12,2026-05-18,In transit
OPEN006234,STR019,SKU001101,8,2026-05-14,2026-05-20,In transit
OPEN006235,STR019,SKU001110,1,2026-05-14,2026-05-19,In transit
OPEN006236,STR019,SKU001118,8,2026-05-14,2026-05-18,In transit
OPEN006237,STR019,SKU001123,4,2026-05-12,2026-05-19,In transit
OPEN006238,STR019,SKU001124,4,2026-05-12,2026-05-20,In transit
OPEN006239,STR019,SKU001128,2,2026-05-14,2026-05-16,In transit
OPEN006240,STR019,SKU001129,2,2026-05-15,2026-05-17,In transit
OPEN006241,STR019,SKU001141,2,2026-05-13,2026-05-18,In transit
OPEN006242,STR019,SKU001146,2,2026-05-14,2026-05-16,In transit
OPEN006243,STR019,SKU001147,1,2026-05-14,2026-05-17,In transit
OPEN006244,STR019,SKU001155,4,2026-05-14,2026-05-20,In transit
OPEN006245,STR019,SKU001158,4,2026-05-14,2026-05-18,In transit
OPEN006246,STR019,SKU001161,2,2026-05-15,2026-05-17,In transit
OPEN006247,STR019,SKU001164,1,2026-05-15,2026-05-19,In transit
OPEN006248,STR019,SKU001165,4,2026-05-14,2026-05-18,In transit
OPEN006249,STR019,SKU001172,2,2026-05-15,2026-05-16,In transit
OPEN006250,STR019,SKU001174,4,2026-05-12,2026-05-18,In transit
OPEN006251,STR019,SKU001175,2,2026-05-12,2026-05-17,In transit
OPEN006252,STR019,SKU001183,2,2026-05-15,2026-05-19,In transit
OPEN006253,STR019,SKU001190,8,2026-05-12,2026-05-17,In transit
OPEN006254,STR019,SKU001193,2,2026-05-14,2026-05-20,In transit
OPEN006255,STR020,SKU000001,12,2026-05-12,2026-05-18,In transit
OPEN006256,STR020,SKU000005,12,2026-05-13,2026-05-17,In transit
OPEN006257,STR020,SKU000008,6,2026-05-15,2026-05-20,In transit
OPEN006258,STR020,SKU000009,12,2026-05-15,2026-05-17,In transit
OPEN006259,STR020,SKU000010,6,2026-05-13,2026-05-16,In transit
OPEN006260,STR020,SKU000011,3,2026-05-15,2026-05-18,In transit
OPEN006261,STR020,SKU000013,12,2026-05-15,2026-05-20,In transit
OPEN006262,STR020,SKU000016,3,2026-05-15,2026-05-17,In transit
OPEN006263,STR020,SKU000019,6,2026-05-14,2026-05-16,In transit
OPEN006264,STR020,SKU000023,3,2026-05-12,2026-05-18,In transit
OPEN006265,STR020,SKU000025,24,2026-05-14,2026-05-20,In transit
OPEN006266,STR020,SKU000026,12,2026-05-13,2026-05-18,In transit
OPEN006267,STR020,SKU000027,6,2026-05-14,2026-05-17,In transit
OPEN006268,STR020,SKU000037,6,2026-05-15,2026-05-17,In transit
OPEN006269,STR020,SKU000038,12,2026-05-12,2026-05-17,In transit
OPEN006270,STR020,SKU000043,3,2026-05-13,2026-05-20,In transit
OPEN006271,STR020,SKU000047,12,2026-05-12,2026-05-20,In transit
OPEN006272,STR020,SKU000056,6,2026-05-13,2026-05-17,In transit
OPEN006273,STR020,SKU000058,12,2026-05-14,2026-05-19,In transit
OPEN006274,STR020,SKU000060,3,2026-05-15,2026-05-20,In transit
OPEN006275,STR020,SKU000061,3,2026-05-12,2026-05-20,In transit
OPEN006276,STR020,SKU000063,12,2026-05-13,2026-05-19,In transit
OPEN006277,STR020,SKU000064,24,2026-05-15,2026-05-18,In transit
OPEN006278,STR020,SKU000066,24,2026-05-12,2026-05-17,In transit
OPEN006279,STR020,SKU000069,12,2026-05-14,2026-05-17,In transit
OPEN006280,STR020,SKU000075,3,2026-05-14,2026-05-17,In transit
OPEN006281,STR020,SKU000076,12,2026-05-13,2026-05-17,In transit
OPEN006282,STR020,SKU000078,24,2026-05-12,2026-05-18,In transit
OPEN006283,STR020,SKU000079,6,2026-05-12,2026-05-18,In transit
OPEN006284,STR020,SKU000085,12,2026-05-13,2026-05-16,In transit
OPEN006285,STR020,SKU000091,6,2026-05-14,2026-05-18,In transit
OPEN006286,STR020,SKU000093,6,2026-05-14,2026-05-17,In transit
OPEN006287,STR020,SKU000094,6,2026-05-12,2026-05-20,In transit
OPEN006288,STR020,SKU000105,12,2026-05-15,2026-05-20,In transit
OPEN006289,STR020,SKU000107,3,2026-05-12,2026-05-19,In transit
OPEN006290,STR020,SKU000109,12,2026-05-13,2026-05-19,In transit
OPEN006291,STR020,SKU000110,12,2026-05-12,2026-05-20,In transit
OPEN006292,STR020,SKU000113,6,2026-05-15,2026-05-17,In transit
OPEN006293,STR020,SKU000114,12,2026-05-12,2026-05-17,In transit
OPEN006294,STR020,SKU000115,6,2026-05-15,2026-05-18,In transit
OPEN006295,STR020,SKU000120,24,2026-05-14,2026-05-20,In transit
OPEN006296,STR020,SKU000121,24,2026-05-14,2026-05-17,In transit
OPEN006297,STR020,SKU000128,12,2026-05-13,2026-05-16,In transit
OPEN006298,STR020,SKU000129,6,2026-05-12,2026-05-16,In transit
OPEN006299,STR020,SKU000131,6,2026-05-13,2026-05-17,In transit
OPEN006300,STR020,SKU000135,24,2026-05-12,2026-05-19,In transit
OPEN006301,STR020,SKU000137,12,2026-05-14,2026-05-19,In transit
OPEN006302,STR020,SKU000138,3,2026-05-13,2026-05-17,In transit
OPEN006303,STR020,SKU000139,6,2026-05-14,2026-05-19,In transit
OPEN006304,STR020,SKU000142,3,2026-05-14,2026-05-19,In transit
OPEN006305,STR020,SKU000146,12,2026-05-15,2026-05-18,In transit
OPEN006306,STR020,SKU000150,12,2026-05-13,2026-05-17,In transit
OPEN006307,STR020,SKU000158,12,2026-05-13,2026-05-17,In transit
OPEN006308,STR020,SKU000169,6,2026-05-12,2026-05-19,In transit
OPEN006309,STR020,SKU000171,12,2026-05-14,2026-05-18,In transit
OPEN006310,STR020,SKU000172,3,2026-05-12,2026-05-18,In transit
OPEN006311,STR020,SKU000175,6,2026-05-14,2026-05-16,In transit
OPEN006312,STR020,SKU000176,6,2026-05-13,2026-05-19,In transit
OPEN006313,STR020,SKU000183,3,2026-05-15,2026-05-17,In transit
OPEN006314,STR020,SKU000184,6,2026-05-14,2026-05-17,In transit
OPEN006315,STR020,SKU000186,3,2026-05-15,2026-05-19,In transit
OPEN006316,STR020,SKU000190,6,2026-05-14,2026-05-19,In transit
OPEN006317,STR020,SKU000192,6,2026-05-13,2026-05-16,In transit
OPEN006318,STR020,SKU000193,6,2026-05-14,2026-05-17,In transit
OPEN006319,STR020,SKU000201,24,2026-05-12,2026-05-19,In transit
OPEN006320,STR020,SKU000202,12,2026-05-14,2026-05-19,In transit
OPEN006321,STR020,SKU000210,6,2026-05-14,2026-05-19,In transit
OPEN006322,STR020,SKU000212,6,2026-05-13,2026-05-17,In transit
OPEN006323,STR020,SKU000213,6,2026-05-14,2026-05-20,In transit
OPEN006324,STR020,SKU000214,24,2026-05-13,2026-05-19,In transit
OPEN006325,STR020,SKU000219,24,2026-05-13,2026-05-17,In transit
OPEN006326,STR020,SKU000221,3,2026-05-13,2026-05-18,In transit
OPEN006327,STR020,SKU000222,3,2026-05-12,2026-05-19,In transit
OPEN006328,STR020,SKU000223,6,2026-05-13,2026-05-19,In transit
OPEN006329,STR020,SKU000224,6,2026-05-13,2026-05-20,In transit
OPEN006330,STR020,SKU000226,24,2026-05-15,2026-05-17,In transit
OPEN006331,STR020,SKU000232,24,2026-05-13,2026-05-18,In transit
OPEN006332,STR020,SKU000236,6,2026-05-12,2026-05-16,In transit
OPEN006333,STR020,SKU000238,6,2026-05-15,2026-05-16,In transit
OPEN006334,STR020,SKU000244,12,2026-05-13,2026-05-20,In transit
OPEN006335,STR020,SKU000245,6,2026-05-14,2026-05-17,In transit
OPEN006336,STR020,SKU000246,12,2026-05-15,2026-05-20,In transit
OPEN006337,STR020,SKU000248,24,2026-05-12,2026-05-17,In transit
OPEN006338,STR020,SKU000258,6,2026-05-12,2026-05-17,In transit
OPEN006339,STR020,SKU000261,6,2026-05-13,2026-05-20,In transit
OPEN006340,STR020,SKU000262,3,2026-05-14,2026-05-20,In transit
OPEN006341,STR020,SKU000263,12,2026-05-12,2026-05-17,In transit
OPEN006342,STR020,SKU000264,6,2026-05-13,2026-05-17,In transit
OPEN006343,STR020,SKU000266,12,2026-05-13,2026-05-18,In transit
OPEN006344,STR020,SKU000272,12,2026-05-12,2026-05-20,In transit
OPEN006345,STR020,SKU000281,6,2026-05-15,2026-05-18,In transit
OPEN006346,STR020,SKU000282,6,2026-05-14,2026-05-18,In transit
OPEN006347,STR020,SKU000284,6,2026-05-13,2026-05-16,In transit
OPEN006348,STR020,SKU000287,6,2026-05-13,2026-05-17,In transit
OPEN006349,STR020,SKU000292,3,2026-05-14,2026-05-18,In transit
OPEN006350,STR020,SKU000293,6,2026-05-13,2026-05-20,In transit
OPEN006351,STR020,SKU000294,6,2026-05-13,2026-05-16,In transit
OPEN006352,STR020,SKU000297,6,2026-05-13,2026-05-18,In transit
OPEN006353,STR020,SKU000301,6,2026-05-13,2026-05-16,In transit
OPEN006354,STR020,SKU000309,12,2026-05-15,2026-05-16,In transit
OPEN006355,STR020,SKU000312,6,2026-05-15,2026-05-19,In transit
OPEN006356,STR020,SKU000315,3,2026-05-15,2026-05-17,In transit
OPEN006357,STR020,SKU000316,12,2026-05-14,2026-05-16,In transit
OPEN006358,STR020,SKU000317,3,2026-05-12,2026-05-16,In transit
OPEN006359,STR020,SKU000322,6,2026-05-14,2026-05-16,In transit
OPEN006360,STR020,SKU000325,3,2026-05-14,2026-05-20,In transit
OPEN006361,STR020,SKU000326,12,2026-05-15,2026-05-19,In transit
OPEN006362,STR020,SKU000333,12,2026-05-14,2026-05-20,In transit
OPEN006363,STR020,SKU000334,12,2026-05-15,2026-05-19,In transit
OPEN006364,STR020,SKU000336,3,2026-05-15,2026-05-18,In transit
OPEN006365,STR020,SKU000337,12,2026-05-13,2026-05-16,In transit
OPEN006366,STR020,SKU000344,12,2026-05-15,2026-05-18,In transit
OPEN006367,STR020,SKU000345,6,2026-05-13,2026-05-16,In transit
OPEN006368,STR020,SKU000349,12,2026-05-13,2026-05-18,In transit
OPEN006369,STR020,SKU000352,12,2026-05-12,2026-05-17,In transit
OPEN006370,STR020,SKU000359,12,2026-05-15,2026-05-18,In transit
OPEN006371,STR020,SKU000361,24,2026-05-15,2026-05-19,In transit
OPEN006372,STR020,SKU000362,6,2026-05-15,2026-05-16,In transit
OPEN006373,STR020,SKU000367,12,2026-05-15,2026-05-16,In transit
OPEN006374,STR020,SKU000368,12,2026-05-15,2026-05-17,In transit
OPEN006375,STR020,SKU000369,6,2026-05-15,2026-05-17,In transit
OPEN006376,STR020,SKU000373,6,2026-05-15,2026-05-19,In transit
OPEN006377,STR020,SKU000375,6,2026-05-14,2026-05-20,In transit
OPEN006378,STR020,SKU000378,6,2026-05-14,2026-05-17,In transit
OPEN006379,STR020,SKU000379,3,2026-05-15,2026-05-18,In transit
OPEN006380,STR020,SKU000381,12,2026-05-12,2026-05-18,In transit
OPEN006381,STR020,SKU000384,6,2026-05-12,2026-05-18,In transit
OPEN006382,STR020,SKU000385,24,2026-05-12,2026-05-16,In transit
OPEN006383,STR020,SKU000388,3,2026-05-13,2026-05-18,In transit
OPEN006384,STR020,SKU000395,24,2026-05-14,2026-05-17,In transit
OPEN006385,STR020,SKU000401,6,2026-05-13,2026-05-16,In transit
OPEN006386,STR020,SKU000402,6,2026-05-14,2026-05-16,In transit
OPEN006387,STR020,SKU000403,12,2026-05-14,2026-05-18,In transit
OPEN006388,STR020,SKU000406,6,2026-05-13,2026-05-19,In transit
OPEN006389,STR020,SKU000414,12,2026-05-12,2026-05-17,In transit
OPEN006390,STR020,SKU000417,3,2026-05-14,2026-05-16,In transit
OPEN006391,STR020,SKU000421,6,2026-05-13,2026-05-18,In transit
OPEN006392,STR020,SKU000430,24,2026-05-12,2026-05-18,In transit
OPEN006393,STR020,SKU000431,3,2026-05-14,2026-05-18,In transit
OPEN006394,STR020,SKU000436,12,2026-05-14,2026-05-20,In transit
OPEN006395,STR020,SKU000443,12,2026-05-14,2026-05-17,In transit
OPEN006396,STR020,SKU000448,6,2026-05-14,2026-05-20,In transit
OPEN006397,STR020,SKU000451,12,2026-05-13,2026-05-20,In transit
OPEN006398,STR020,SKU000456,3,2026-05-12,2026-05-18,In transit
OPEN006399,STR020,SKU000457,6,2026-05-14,2026-05-16,In transit
OPEN006400,STR020,SKU000461,24,2026-05-12,2026-05-20,In transit
OPEN006401,STR020,SKU000465,12,2026-05-12,2026-05-16,In transit
OPEN006402,STR020,SKU000467,6,2026-05-13,2026-05-19,In transit
OPEN006403,STR020,SKU000476,24,2026-05-14,2026-05-16,In transit
OPEN006404,STR020,SKU000477,3,2026-05-15,2026-05-17,In transit
OPEN006405,STR020,SKU000482,6,2026-05-15,2026-05-19,In transit
OPEN006406,STR020,SKU000483,3,2026-05-15,2026-05-18,In transit
OPEN006407,STR020,SKU000491,6,2026-05-15,2026-05-17,In transit
OPEN006408,STR020,SKU000494,12,2026-05-14,2026-05-20,In transit
OPEN006409,STR020,SKU000499,6,2026-05-13,2026-05-19,In transit
OPEN006410,STR020,SKU000503,12,2026-05-14,2026-05-19,In transit
OPEN006411,STR020,SKU000507,24,2026-05-13,2026-05-19,In transit
OPEN006412,STR020,SKU000508,12,2026-05-12,2026-05-19,In transit
OPEN006413,STR020,SKU000518,6,2026-05-14,2026-05-19,In transit
OPEN006414,STR020,SKU000521,6,2026-05-13,2026-05-19,In transit
OPEN006415,STR020,SKU000524,24,2026-05-15,2026-05-20,In transit
OPEN006416,STR020,SKU000525,6,2026-05-15,2026-05-17,In transit
OPEN006417,STR020,SKU000533,24,2026-05-12,2026-05-17,In transit
OPEN006418,STR020,SKU000541,12,2026-05-14,2026-05-19,In transit
OPEN006419,STR020,SKU000547,3,2026-05-14,2026-05-19,In transit
OPEN006420,STR020,SKU000550,6,2026-05-13,2026-05-20,In transit
OPEN006421,STR020,SKU000553,12,2026-05-14,2026-05-16,In transit
OPEN006422,STR020,SKU000557,6,2026-05-13,2026-05-20,In transit
OPEN006423,STR020,SKU000558,24,2026-05-14,2026-05-19,In transit
OPEN006424,STR020,SKU000559,6,2026-05-14,2026-05-16,In transit
OPEN006425,STR020,SKU000563,6,2026-05-15,2026-05-19,In transit
OPEN006426,STR020,SKU000569,3,2026-05-13,2026-05-17,In transit
OPEN006427,STR020,SKU000570,12,2026-05-13,2026-05-17,In transit
OPEN006428,STR020,SKU000576,6,2026-05-14,2026-05-20,In transit
OPEN006429,STR020,SKU000583,24,2026-05-15,2026-05-18,In transit
OPEN006430,STR020,SKU000587,6,2026-05-13,2026-05-20,In transit
OPEN006431,STR020,SKU000592,6,2026-05-15,2026-05-19,In transit
OPEN006432,STR020,SKU000594,24,2026-05-13,2026-05-18,In transit
OPEN006433,STR020,SKU000595,24,2026-05-15,2026-05-20,In transit
OPEN006434,STR020,SKU000602,6,2026-05-12,2026-05-19,In transit
OPEN006435,STR020,SKU000608,6,2026-05-14,2026-05-17,In transit
OPEN006436,STR020,SKU000609,6,2026-05-15,2026-05-16,In transit
OPEN006437,STR020,SKU000610,6,2026-05-13,2026-05-20,In transit
OPEN006438,STR020,SKU000613,3,2026-05-12,2026-05-17,In transit
OPEN006439,STR020,SKU000617,12,2026-05-12,2026-05-18,In transit
OPEN006440,STR020,SKU000618,12,2026-05-13,2026-05-20,In transit
OPEN006441,STR020,SKU000620,24,2026-05-12,2026-05-20,In transit
OPEN006442,STR020,SKU000621,3,2026-05-15,2026-05-20,In transit
OPEN006443,STR020,SKU000630,24,2026-05-14,2026-05-17,In transit
OPEN006444,STR020,SKU000640,6,2026-05-15,2026-05-18,In transit
OPEN006445,STR020,SKU000641,6,2026-05-13,2026-05-16,In transit
OPEN006446,STR020,SKU000642,3,2026-05-12,2026-05-19,In transit
OPEN006447,STR020,SKU000647,3,2026-05-14,2026-05-19,In transit
OPEN006448,STR020,SKU000648,12,2026-05-15,2026-05-18,In transit
OPEN006449,STR020,SKU000653,3,2026-05-15,2026-05-20,In transit
OPEN006450,STR020,SKU000654,6,2026-05-13,2026-05-19,In transit
OPEN006451,STR020,SKU000655,12,2026-05-15,2026-05-20,In transit
OPEN006452,STR020,SKU000661,3,2026-05-14,2026-05-19,In transit
OPEN006453,STR020,SKU000664,3,2026-05-14,2026-05-18,In transit
OPEN006454,STR020,SKU000669,6,2026-05-15,2026-05-18,In transit
OPEN006455,STR020,SKU000670,6,2026-05-14,2026-05-16,In transit
OPEN006456,STR020,SKU000677,6,2026-05-14,2026-05-19,In transit
OPEN006457,STR020,SKU000688,12,2026-05-15,2026-05-19,In transit
OPEN006458,STR020,SKU000689,24,2026-05-12,2026-05-19,In transit
