store_id,sku_id,forecast_daily_sales_base,forecast_next_7_units,forecast_next_14_units,forecast_next_28_units,forecast_confidence,under_forecast_bias,seasonal_index,promo_uplift_pct,promo_flag_next_28d
STR003,SKU000517,0.3119,1.94,3.89,7.77,0.66,-0.113,0.89,0.0,0
STR003,SKU000518,0.4442,3.54,7.09,14.18,0.76,0.122,1.14,0.0,0
STR003,SKU000519,0.0834,0.56,1.12,2.24,0.89,-0.011,0.96,0.0,0
STR003,SKU000523,0.2291,1.48,2.95,5.9,0.88,0.1,0.92,0.0,0
STR003,SKU000524,0.1946,1.2,2.4,4.79,0.83,-0.078,0.88,0.0,0
STR003,SKU000525,0.3264,2.15,4.3,8.59,0.7,-0.129,0.94,0.0,0
STR003,SKU000527,0.2128,1.67,3.34,6.67,0.78,-0.078,1.12,0.0,0
STR003,SKU000529,0.2077,1.44,2.88,5.76,0.67,-0.161,0.99,0.0,0
STR003,SKU000530,0.3237,2.56,5.12,10.24,0.94,0.186,1.13,0.0,0
STR003,SKU000531,0.141,0.93,1.86,3.71,0.71,0.184,0.94,0.0,0
STR003,SKU000535,0.3487,2.69,5.37,10.74,0.74,-0.123,1.1,0.0,0
STR003,SKU000538,0.0185,0.11,0.23,0.46,0.87,-0.111,0.88,0.0,0
STR003,SKU000540,0.2323,1.71,3.41,6.83,0.73,-0.067,1.05,0.0,0
STR003,SKU000541,0.2934,1.99,3.98,7.97,0.7,0.028,0.97,0.0,0
STR003,SKU000542,0.0757,0.54,1.08,2.16,0.94,-0.005,1.02,0.0,0
STR003,SKU000545,0.1181,1.31,2.63,5.26,0.96,-0.107,1.06,0.5,1
STR003,SKU000546,0.2132,1.43,2.87,5.73,0.8,0.091,0.96,0.0,0
STR003,SKU000547,0.5618,3.42,6.84,13.69,0.96,-0.133,0.87,0.0,0
STR003,SKU000549,0.088,0.62,1.24,2.49,0.64,-0.1,1.01,0.0,0
STR003,SKU000551,0.0719,0.5,1.0,1.99,0.86,0.204,0.99,0.0,0
STR003,SKU000552,0.4012,2.98,5.95,11.91,0.91,0.056,1.06,0.0,0
STR003,SKU000553,0.2461,1.52,3.03,6.06,0.86,-0.125,0.88,0.0,0
STR003,SKU000557,0.2946,2.39,4.78,9.57,0.65,-0.074,1.16,0.0,0
STR003,SKU000560,0.1335,0.96,1.92,3.85,0.94,-0.16,1.03,0.0,0
STR003,SKU000562,0.4957,3.19,6.38,12.77,0.88,0.009,0.92,0.0,0
STR003,SKU000563,0.0435,0.3,0.61,1.22,0.85,0.088,1.0,0.0,0
STR003,SKU000564,0.7253,4.77,9.55,19.09,0.76,0.2,0.94,0.0,0
STR003,SKU000569,0.4288,5.19,10.37,20.75,0.8,-0.134,0.96,0.8,1
STR003,SKU000570,0.0744,0.81,1.62,3.23,0.74,0.199,1.15,0.35,1
STR003,SKU000571,0.0333,0.25,0.49,0.99,0.86,0.205,1.06,0.0,0
STR003,SKU000572,0.2574,1.66,3.31,6.63,0.95,0.019,0.92,0.0,0
STR003,SKU000573,0.0341,0.27,0.53,1.07,0.91,0.075,1.12,0.0,0
STR003,SKU000574,0.5004,3.99,7.99,15.97,0.7,-0.149,1.14,0.0,0
STR003,SKU000575,0.0128,0.09,0.17,0.35,0.83,-0.177,0.97,0.0,0
STR003,SKU000576,0.1925,1.44,2.88,5.77,0.65,0.093,1.07,0.0,0
STR003,SKU000577,0.0713,0.49,0.99,1.98,0.67,-0.154,0.99,0.0,0
STR003,SKU000579,0.0141,0.1,0.2,0.4,0.82,-0.081,1.01,0.0,0
STR003,SKU000580,0.3207,1.93,3.86,7.72,0.93,0.189,0.86,0.0,0
STR003,SKU000581,0.1805,1.52,3.03,6.06,0.81,0.078,1.2,0.0,0
STR003,SKU000582,0.1224,0.84,1.68,3.36,0.94,0.05,0.98,0.0,0
STR003,SKU000583,0.0393,0.34,0.67,1.34,0.64,-0.09,1.22,0.0,0
STR003,SKU000584,0.0651,0.54,1.08,2.17,0.85,0.094,1.19,0.0,0
STR003,SKU000585,0.0952,0.57,1.15,2.29,0.69,-0.145,0.86,0.0,0
STR003,SKU000587,0.2467,2.02,4.04,8.08,0.91,0.079,1.17,0.0,0
STR003,SKU000589,0.145,2.1,4.2,8.4,0.67,0.111,1.15,0.8,1
STR003,SKU000590,0.1272,1.15,2.3,4.59,0.69,0.15,0.86,0.5,1
STR003,SKU000592,0.4573,2.82,5.63,11.27,0.85,-0.059,0.88,0.0,0
STR003,SKU000593,0.0987,0.77,1.53,3.07,0.81,-0.021,1.11,0.0,0
STR003,SKU000595,0.011,0.12,0.25,0.5,0.7,-0.075,1.08,0.5,1
STR003,SKU000599,0.0689,0.74,1.47,2.94,0.91,-0.043,1.22,0.25,1
STR003,SKU000600,0.2254,1.66,3.31,6.63,0.73,-0.131,1.05,0.0,0
STR003,SKU000601,0.156,1.09,2.18,4.37,0.9,-0.019,1.0,0.0,0
STR003,SKU000602,0.0152,0.09,0.18,0.37,0.62,-0.121,0.86,0.0,0
STR003,SKU000603,0.2282,1.61,3.23,6.45,0.84,0.025,1.01,0.0,0
STR003,SKU000604,0.1181,0.77,1.54,3.07,0.68,-0.058,0.93,0.0,0
STR003,SKU000606,0.2732,1.85,3.71,7.42,0.63,-0.113,0.97,0.0,0
STR003,SKU000609,0.0742,0.55,1.09,2.18,0.78,-0.034,1.05,0.0,0
STR003,SKU000612,0.2073,1.49,2.99,5.98,0.79,-0.013,1.03,0.0,0
STR003,SKU000614,0.1526,1.14,2.29,4.57,0.69,0.07,1.07,0.0,0
STR003,SKU000615,0.0902,0.56,1.11,2.22,0.95,0.099,0.88,0.0,0
STR003,SKU000619,0.0771,0.65,1.3,2.59,0.84,-0.132,1.2,0.0,0
STR003,SKU000621,0.0439,0.28,0.55,1.11,0.71,-0.118,0.9,0.0,0
STR003,SKU000622,0.0355,0.21,0.43,0.86,0.72,-0.163,0.86,0.0,0
STR003,SKU000623,0.2116,1.42,2.84,5.69,0.8,0.183,0.96,0.0,0
STR003,SKU000624,0.0312,0.23,0.47,0.93,0.62,0.213,0.93,0.15,1
STR003,SKU000625,0.2337,1.85,3.7,7.39,0.77,0.201,1.13,0.0,0
STR003,SKU000626,0.1729,1.48,2.95,5.91,0.92,0.025,1.22,0.0,0
STR003,SKU000627,0.1525,1.27,2.54,5.08,0.63,-0.065,1.19,0.0,0
STR003,SKU000628,0.2491,2.07,4.15,8.3,0.7,0.105,1.19,0.0,0
STR003,SKU000629,0.0192,0.18,0.35,0.71,0.67,0.162,1.05,0.25,1
STR003,SKU000630,0.567,4.72,9.45,18.89,0.71,0.006,1.19,0.0,0
STR003,SKU000632,0.1813,1.45,2.89,5.79,0.8,0.072,1.14,0.0,0
STR003,SKU000635,0.1043,0.78,1.56,3.12,0.91,-0.118,1.07,0.0,0
STR003,SKU000636,0.3873,2.96,5.91,11.82,0.8,0.079,1.09,0.0,0
STR003,SKU000638,0.2713,1.82,3.65,7.29,0.71,0.085,0.96,0.0,0
STR003,SKU000639,0.0163,0.12,0.23,0.46,0.88,-0.171,1.01,0.0,0
STR003,SKU000640,0.1987,1.47,2.95,5.9,0.79,-0.051,1.06,0.0,0
STR003,SKU000642,0.2902,2.36,4.71,9.43,0.67,0.152,1.16,0.0,0
STR003,SKU000643,0.3834,2.28,4.56,9.13,0.89,0.191,0.85,0.0,0
STR003,SKU000645,0.3363,3.38,6.77,13.54,0.81,0.03,1.15,0.25,1
STR003,SKU000646,0.1192,0.97,1.94,3.87,0.76,-0.023,1.16,0.0,0
STR003,SKU000647,0.2287,1.87,3.75,7.49,0.64,0.204,1.17,0.0,0
STR003,SKU000648,0.1967,1.5,3.0,6.0,0.62,-0.084,1.09,0.0,0
STR003,SKU000649,0.2708,1.84,3.68,7.35,0.77,0.068,0.97,0.0,0
STR003,SKU000651,0.109,0.91,1.82,3.63,0.72,-0.124,1.19,0.0,0
STR003,SKU000652,0.0619,0.48,0.95,1.91,0.92,-0.144,1.1,0.0,0
STR003,SKU000654,0.0961,0.58,1.16,2.31,0.92,-0.02,0.86,0.0,0
STR003,SKU000655,0.2315,1.51,3.01,6.03,0.87,0.009,0.93,0.0,0
STR003,SKU000656,0.8068,6.44,12.88,25.75,0.84,0.163,1.14,0.0,0
STR003,SKU000659,0.2324,1.76,3.51,7.03,0.68,-0.173,1.08,0.0,0
STR003,SKU000660,0.1197,0.92,1.84,3.69,0.95,0.059,1.1,0.0,0
STR003,SKU000661,0.2126,1.27,2.53,5.06,0.78,0.162,0.85,0.0,0
STR003,SKU000663,0.1838,1.23,2.47,4.94,0.92,-0.141,0.96,0.0,0
STR003,SKU000667,0.4723,3.64,7.27,14.55,0.78,0.091,1.1,0.0,0
STR003,SKU000669,0.1638,1.33,2.66,5.32,0.88,0.157,1.16,0.0,0
STR003,SKU000673,0.3083,1.94,3.88,7.77,0.86,-0.047,0.9,0.0,0
STR003,SKU000674,0.3308,2.29,4.58,9.17,0.62,-0.068,0.99,0.0,0
STR003,SKU000676,0.0122,0.09,0.19,0.38,0.88,-0.017,1.1,0.0,0
STR003,SKU000677,0.2762,1.88,3.75,7.5,0.83,-0.105,0.97,0.0,0
STR003,SKU000679,0.573,3.49,6.98,13.96,0.69,-0.022,0.87,0.0,0
STR003,SKU000680,0.0965,0.57,1.15,2.3,0.82,0.042,0.85,0.0,0
STR003,SKU000681,0.2579,2.13,4.26,8.52,0.85,-0.102,1.18,0.0,0
STR003,SKU000682,0.1182,0.87,1.74,3.48,0.72,-0.15,1.05,0.0,0
STR003,SKU000685,0.2155,1.78,3.56,7.12,0.81,-0.039,1.18,0.0,0
STR003,SKU000686,0.0717,0.46,0.92,1.85,0.68,0.182,0.92,0.0,0
STR003,SKU000687,0.153,1.09,2.19,4.37,0.67,-0.106,1.02,0.0,0
STR003,SKU000688,0.0326,0.27,0.53,1.07,0.93,0.129,1.17,0.0,0
STR003,SKU000690,0.0662,0.59,1.18,2.36,0.81,-0.123,1.02,0.25,1
STR003,SKU000691,0.0589,0.49,0.98,1.96,0.78,-0.071,1.19,0.0,0
STR003,SKU000693,0.0581,0.35,0.69,1.38,0.88,0.212,0.85,0.0,0
STR003,SKU000694,0.111,0.75,1.51,3.01,0.88,0.061,0.97,0.0,0
STR003,SKU000696,0.3199,2.37,4.75,9.5,0.66,-0.063,1.06,0.0,0
STR003,SKU000697,0.6725,4.8,9.6,19.21,0.89,0.08,1.02,0.0,0
STR003,SKU000698,0.0844,0.67,1.34,2.67,0.63,-0.13,1.13,0.0,0
STR003,SKU000702,0.0477,0.4,0.81,1.62,0.71,-0.109,0.97,0.25,1
STR003,SKU000703,0.0071,0.05,0.1,0.2,0.71,-0.114,0.98,0.0,0
STR003,SKU000704,0.0418,0.34,0.67,1.35,0.69,0.216,1.15,0.0,0
STR003,SKU000705,0.0062,0.04,0.09,0.17,0.76,-0.09,1.0,0.0,0
STR003,SKU000706,0.027,0.22,0.45,0.9,0.64,0.181,1.19,0.0,0
STR003,SKU000707,0.0369,0.31,0.61,1.22,0.66,0.054,1.18,0.0,0
STR003,SKU000708,0.0296,0.25,0.51,1.01,0.91,-0.082,1.22,0.0,0
STR003,SKU000709,0.0619,0.4,0.8,1.6,0.81,-0.144,0.92,0.0,0
STR003,SKU000710,0.0079,0.06,0.12,0.24,0.93,-0.178,1.07,0.0,0
STR003,SKU000711,0.1801,1.54,3.08,6.15,0.74,0.19,1.22,0.0,0
STR003,SKU000712,0.3487,2.42,4.83,9.66,0.87,-0.064,0.99,0.0,0
STR003,SKU000713,0.0795,0.67,1.34,2.67,0.95,-0.085,1.2,0.0,0
STR003,SKU000714,0.0373,0.3,0.59,1.19,0.9,-0.066,1.14,0.0,0
STR003,SKU000715,0.1621,1.18,2.36,4.72,0.72,-0.179,1.04,0.0,0
STR003,SKU000717,0.1401,0.92,1.84,3.69,0.88,-0.176,0.94,0.0,0
STR003,SKU000718,0.4892,3.49,6.99,13.97,0.92,-0.053,1.02,0.0,0
STR003,SKU000721,0.3934,3.33,6.66,13.33,0.88,0.114,1.21,0.0,0
STR003,SKU000722,0.1238,0.75,1.51,3.02,0.64,-0.18,0.87,0.0,0
STR003,SKU000724,0.1838,1.16,2.32,4.63,0.89,-0.059,0.9,0.0,0
STR003,SKU000725,0.0361,0.22,0.44,0.88,0.85,0.113,0.87,0.0,0
STR003,SKU000726,0.3053,2.59,5.17,10.34,0.94,0.128,1.21,0.0,0
STR003,SKU000727,0.2414,1.52,3.04,6.08,0.94,0.051,0.9,0.0,0
STR003,SKU000728,0.1938,1.21,2.41,4.83,0.74,0.006,0.89,0.0,0
STR003,SKU000731,0.2562,1.54,3.08,6.17,0.85,-0.161,0.86,0.0,0
STR003,SKU000733,0.004,0.03,0.07,0.13,0.73,0.195,1.17,0.0,0
STR003,SKU000734,1.0907,8.4,16.8,33.59,0.7,0.123,1.1,0.0,0
STR003,SKU000735,0.6476,4.31,8.61,17.23,0.95,-0.107,0.95,0.0,0
STR003,SKU000736,0.0303,0.22,0.43,0.87,0.69,0.152,1.02,0.0,0
STR003,SKU000737,0.0721,0.54,1.08,2.16,0.73,-0.16,1.07,0.0,0
STR003,SKU000738,0.2,1.23,2.46,4.93,0.81,0.09,0.88,0.0,0
STR003,SKU000739,1.0434,7.08,14.17,28.34,0.73,0.142,0.97,0.0,0
STR003,SKU000742,0.0406,0.26,0.52,1.05,0.66,-0.026,0.92,0.0,0
STR003,SKU000743,0.0159,0.11,0.22,0.45,0.66,-0.094,1.0,0.0,0
STR003,SKU000744,0.0007,0.01,0.01,0.02,0.69,-0.168,1.12,0.0,0
STR003,SKU000745,0.0318,0.2,0.39,0.78,0.68,0.061,0.88,0.0,0
STR003,SKU000747,0.0131,0.09,0.19,0.37,0.74,0.187,1.01,0.0,0
STR003,SKU000749,0.0007,0.0,0.01,0.02,0.8,0.028,1.0,0.0,0
STR003,SKU000750,0.0107,0.08,0.16,0.33,0.69,-0.08,1.09,0.0,0
STR003,SKU000755,0.0378,0.32,0.63,1.26,0.79,0.207,1.19,0.0,0
STR003,SKU000756,0.0305,0.19,0.39,0.78,0.92,-0.175,0.91,0.0,0
STR003,SKU000757,0.014,0.11,0.22,0.45,0.73,-0.179,1.14,0.0,0
STR003,SKU000758,0.0304,0.25,0.51,1.01,0.77,-0.037,1.19,0.0,0
STR003,SKU000760,0.0247,0.19,0.38,0.77,0.63,0.048,1.11,0.0,0
STR003,SKU000763,0.5054,3.89,7.78,15.57,0.78,0.154,1.1,0.0,0
STR003,SKU000765,0.369,3.05,6.1,12.19,0.81,0.053,1.18,0.0,0
STR003,SKU000767,0.1318,0.95,1.9,3.8,0.82,0.074,1.03,0.0,0
STR003,SKU000768,0.0417,0.25,0.5,0.99,0.65,0.197,0.85,0.0,0
STR003,SKU000770,0.2486,2.05,4.11,8.21,0.76,-0.093,1.18,0.0,0
STR003,SKU000771,0.0339,0.22,0.45,0.89,0.69,0.2,0.94,0.0,0
STR003,SKU000774,0.048,0.3,0.61,1.21,0.69,-0.072,0.9,0.0,0
STR003,SKU000776,0.0609,0.45,0.9,1.79,0.74,-0.089,1.05,0.0,0
STR003,SKU000778,0.002,0.02,0.04,0.08,0.82,0.039,0.95,0.5,1
STR003,SKU000780,0.0246,0.16,0.32,0.65,0.63,0.09,0.94,0.0,0
STR003,SKU000781,1.0918,6.73,13.45,26.9,0.91,-0.042,0.88,0.0,0
STR003,SKU000782,0.1417,0.95,1.9,3.81,0.67,-0.079,0.96,0.0,0
STR003,SKU000783,0.0057,0.04,0.08,0.17,0.64,-0.035,1.06,0.0,0
STR003,SKU000784,0.0462,0.33,0.65,1.31,0.77,-0.117,1.01,0.0,0
STR003,SKU000785,0.1132,0.68,1.36,2.73,0.68,-0.073,0.86,0.0,0
STR003,SKU000788,0.1795,1.53,3.07,6.13,0.64,0.208,1.22,0.0,0
STR003,SKU000789,0.0689,0.45,0.91,1.81,0.92,0.075,0.94,0.0,0
STR003,SKU000790,0.4491,4.41,8.83,17.65,0.93,0.203,1.04,0.35,1
STR003,SKU000791,0.3181,2.0,4.01,8.02,0.95,-0.077,0.9,0.0,0
STR003,SKU000792,0.1642,1.15,2.3,4.6,0.72,0.009,0.87,0.15,1
STR003,SKU000794,0.0234,0.19,0.37,0.75,0.71,0.015,1.14,0.0,0
STR003,SKU000795,0.0882,0.64,1.28,2.57,0.8,0.065,1.04,0.0,0
STR003,SKU000796,0.2865,2.33,4.65,9.3,0.64,-0.161,1.16,0.0,0
STR003,SKU000797,0.1728,1.33,2.66,5.32,0.75,0.058,1.1,0.0,0
STR003,SKU000798,0.0516,0.38,0.75,1.5,0.76,-0.038,1.04,0.0,0
STR003,SKU000799,0.0936,0.6,1.21,2.41,0.74,0.119,0.92,0.0,0
STR003,SKU000804,0.0491,0.34,0.69,1.37,0.69,0.049,1.0,0.0,0
STR003,SKU000806,0.0186,0.15,0.31,0.62,0.79,-0.176,1.18,0.0,0
STR003,SKU000810,0.0539,0.38,0.76,1.52,0.72,0.077,1.01,0.0,0
STR003,SKU000811,0.2389,1.94,3.88,7.76,0.67,0.195,1.16,0.0,0
STR003,SKU000813,0.0149,0.12,0.24,0.49,0.95,-0.15,1.17,0.0,0
STR003,SKU000814,0.0487,0.33,0.65,1.31,0.84,-0.101,0.96,0.0,0
STR003,SKU000816,0.0443,0.31,0.63,1.25,0.78,0.165,1.01,0.0,0
STR003,SKU000820,0.3767,3.16,6.33,12.66,0.66,-0.171,1.2,0.0,0
STR003,SKU000822,0.1075,0.69,1.38,2.77,0.74,-0.153,0.92,0.0,0
STR003,SKU000824,0.0797,0.57,1.14,2.28,0.8,-0.084,1.02,0.0,0
STR003,SKU000825,0.0311,0.19,0.39,0.78,0.92,0.181,0.89,0.0,0
STR003,SKU000828,0.0285,0.19,0.38,0.75,0.75,0.09,0.94,0.0,0
STR003,SKU000831,0.046,0.34,0.68,1.37,0.79,0.184,1.06,0.0,0
STR003,SKU000832,0.0476,0.29,0.58,1.16,0.75,0.078,0.87,0.0,0
STR003,SKU000835,0.0073,0.05,0.1,0.2,0.69,0.158,0.98,0.0,0
STR003,SKU000836,0.0007,0.01,0.01,0.02,0.93,0.149,1.06,0.0,0
STR003,SKU000837,0.0136,0.1,0.2,0.39,0.83,-0.049,1.03,0.0,0
STR003,SKU000839,0.039,0.33,0.66,1.32,0.78,0.131,1.21,0.0,0
STR003,SKU000840,0.0212,0.18,0.35,0.71,0.67,0.073,1.19,0.0,0
STR003,SKU000841,0.0608,0.46,0.92,1.84,0.82,-0.148,1.08,0.0,0
STR003,SKU000842,0.0771,0.53,1.07,2.14,0.86,-0.157,0.99,0.0,0
STR003,SKU000849,0.4645,3.51,7.02,14.05,0.92,0.202,1.08,0.0,0
STR003,SKU000851,0.0233,0.18,0.36,0.72,0.93,0.058,1.1,0.0,0
STR003,SKU000854,0.255,1.64,3.28,6.57,0.83,-0.081,0.92,0.0,0
STR003,SKU000859,0.0316,0.19,0.38,0.76,0.89,-0.099,0.86,0.0,0
STR003,SKU000860,0.058,0.38,0.76,1.53,0.66,0.11,0.94,0.0,0
STR003,SKU000861,0.0852,0.52,1.05,2.1,0.88,-0.069,0.88,0.0,0
STR003,SKU000862,0.1046,0.73,1.46,2.93,0.74,-0.061,1.0,0.0,0
STR003,SKU000865,0.1579,1.07,2.14,4.29,0.68,0.218,0.97,0.0,0
STR003,SKU000867,0.0228,0.17,0.35,0.7,0.9,-0.045,1.09,0.0,0
STR003,SKU000868,0.0705,0.54,1.08,2.16,0.67,-0.116,0.95,0.15,1
STR003,SKU000871,0.0422,0.26,0.51,1.03,0.84,0.084,0.87,0.0,0
STR003,SKU000872,0.2153,1.45,2.89,5.79,0.81,-0.129,0.96,0.0,0
STR003,SKU000873,0.0356,0.37,0.75,1.5,0.91,0.089,1.0,0.5,1
STR003,SKU000874,0.0902,0.75,1.5,3.01,0.68,0.083,1.19,0.0,0
STR003,SKU000875,0.0035,0.03,0.06,0.11,0.87,0.196,1.17,0.0,0
STR003,SKU000878,0.1125,0.89,1.78,3.56,0.78,0.203,1.13,0.0,0
STR003,SKU000881,0.1536,1.05,2.11,4.21,0.82,0.195,0.98,0.0,0
STR003,SKU000884,0.0184,0.14,0.29,0.58,0.9,0.091,1.12,0.0,0
STR003,SKU000886,0.0497,0.35,0.7,1.41,0.84,0.025,1.01,0.0,0
STR003,SKU000888,0.0416,0.29,0.59,1.18,0.77,0.154,1.01,0.0,0
STR003,SKU000889,0.0446,0.27,0.55,1.1,0.7,-0.135,0.88,0.0,0
STR003,SKU000890,0.2746,2.0,4.0,8.0,0.81,0.207,1.04,0.0,0
STR003,SKU000891,0.0253,0.17,0.34,0.67,0.94,-0.04,0.95,0.0,0
STR003,SKU000892,0.0762,0.61,1.22,2.43,0.7,0.141,1.14,0.0,0
STR003,SKU000894,0.0108,0.08,0.17,0.34,0.93,0.019,1.11,0.0,0
STR003,SKU000895,0.2209,1.39,2.78,5.57,0.85,-0.168,0.9,0.0,0
STR003,SKU000901,0.1991,1.35,2.7,5.41,0.96,-0.086,0.97,0.0,0
STR003,SKU000903,0.0551,0.47,0.94,1.88,0.64,-0.027,1.22,0.0,0
STR003,SKU000904,0.3067,1.95,3.91,7.81,0.73,0.011,0.91,0.0,0
STR003,SKU000906,0.0414,0.29,0.58,1.16,0.95,0.195,1.0,0.0,0
STR003,SKU000907,0.0909,0.59,1.17,2.34,0.73,0.048,0.92,0.0,0
STR003,SKU000908,0.0553,0.42,0.84,1.69,0.71,-0.057,1.09,0.0,0
STR003,SKU000909,0.0318,0.22,0.44,0.87,0.71,0.185,0.98,0.0,0
STR003,SKU000911,0.0042,0.04,0.07,0.14,0.88,0.021,1.21,0.0,0
STR003,SKU000913,0.0344,0.25,0.5,1.0,0.79,0.152,1.04,0.0,0
STR003,SKU000917,0.2594,1.8,3.6,7.19,0.74,0.016,0.99,0.0,0
STR003,SKU000921,0.1827,1.16,2.33,4.66,0.82,0.107,0.91,0.0,0
STR003,SKU000923,0.0485,0.39,0.77,1.55,0.83,0.163,1.14,0.0,0
STR003,SKU000924,0.0661,0.53,1.06,2.11,0.75,0.078,1.14,0.0,0
STR003,SKU000925,0.197,1.49,2.98,5.96,0.72,-0.069,1.08,0.0,0
STR003,SKU000926,0.0811,0.64,1.27,2.54,0.84,0.033,1.12,0.0,0
STR003,SKU000932,0.0092,0.06,0.13,0.26,0.73,0.007,1.0,0.0,0
STR003,SKU000934,0.0743,0.56,1.11,2.22,0.78,0.204,1.07,0.0,0
STR003,SKU000935,0.0691,0.5,1.01,2.01,0.9,-0.078,1.04,0.0,0
STR003,SKU000936,0.0826,0.7,1.4,2.8,0.78,0.185,1.21,0.0,0
STR003,SKU000937,0.3302,2.13,4.25,8.51,0.67,-0.08,0.92,0.0,0
STR003,SKU000939,0.1074,0.92,1.83,3.67,0.94,0.034,1.22,0.0,0
STR003,SKU000942,0.2223,1.74,3.48,6.97,0.74,0.073,1.12,0.0,0
STR003,SKU000943,0.031,0.22,0.45,0.89,0.67,-0.163,1.03,0.0,0
STR003,SKU000945,0.0444,0.28,0.57,1.13,0.95,-0.121,0.91,0.0,0
STR003,SKU000947,0.1771,1.15,2.31,4.61,0.62,0.193,0.93,0.0,0
STR003,SKU000950,0.0347,0.27,0.53,1.07,0.8,0.074,1.1,0.0,0
STR003,SKU000951,0.0048,0.03,0.06,0.11,0.89,0.114,0.85,0.0,0
STR003,SKU000953,0.1529,1.08,2.16,4.33,0.84,-0.03,1.01,0.0,0
STR003,SKU000954,0.2762,2.11,4.22,8.43,0.8,0.132,1.09,0.0,0
STR003,SKU000955,0.1194,0.84,1.69,3.38,0.75,-0.162,1.01,0.0,0
STR003,SKU000957,0.0745,0.56,1.12,2.23,0.63,-0.02,1.07,0.0,0
STR003,SKU000958,0.1452,1.12,2.24,4.47,0.83,0.039,1.1,0.0,0
STR003,SKU000959,0.068,0.54,1.09,2.17,0.9,0.028,1.14,0.0,0
STR003,SKU000963,0.0045,0.03,0.06,0.11,0.71,0.157,0.91,0.0,0
STR003,SKU000967,0.029,0.24,0.48,0.95,0.88,-0.081,1.17,0.0,0
STR003,SKU000968,0.0261,0.16,0.31,0.63,0.66,-0.015,0.86,0.0,0
STR003,SKU000971,0.323,2.17,4.34,8.68,0.63,0.061,0.96,0.0,0
STR003,SKU000974,0.0474,0.3,0.6,1.21,0.71,0.136,0.91,0.0,0
STR003,SKU000976,0.0756,0.63,1.27,2.53,0.65,-0.122,1.04,0.15,1
STR003,SKU000978,0.1132,0.9,1.81,3.61,0.88,-0.108,1.14,0.0,0
STR003,SKU000986,0.1105,0.83,1.66,3.31,0.71,-0.074,1.07,0.0,0
STR003,SKU000987,0.0029,0.02,0.04,0.08,0.91,-0.122,0.97,0.0,0
STR003,SKU000988,0.2385,1.85,3.71,7.41,0.79,-0.147,1.11,0.0,0
STR003,SKU000990,0.0109,0.09,0.17,0.34,0.88,0.157,1.12,0.0,0
STR003,SKU000993,0.0347,0.28,0.55,1.11,0.68,-0.1,1.14,0.0,0
STR003,SKU000994,0.1562,1.32,2.65,5.29,0.72,-0.079,1.21,0.0,0
STR003,SKU000995,0.1713,1.04,2.09,4.17,0.69,0.032,0.87,0.0,0
STR003,SKU000997,0.6671,4.25,8.5,17.0,0.89,0.219,0.91,0.0,0
STR003,SKU000998,0.1147,0.8,1.61,3.21,0.65,-0.113,1.0,0.0,0
STR003,SKU000999,0.0714,0.48,0.96,1.92,0.8,0.101,0.96,0.0,0
STR003,SKU001000,0.052,0.4,0.81,1.62,0.88,0.043,1.11,0.0,0
STR003,SKU001004,0.1536,1.2,2.41,4.82,0.77,0.128,1.12,0.0,0
STR003,SKU001005,0.032,0.23,0.46,0.92,0.7,0.094,1.02,0.0,0
STR003,SKU001006,0.0719,0.61,1.22,2.44,0.88,-0.157,1.21,0.0,0
STR003,SKU001007,0.2,1.33,2.66,5.32,0.87,0.091,0.95,0.0,0
STR003,SKU001008,0.0648,0.55,1.1,2.2,0.67,-0.065,1.21,0.0,0
STR003,SKU001009,0.0865,0.73,1.45,2.91,0.7,-0.134,1.2,0.0,0
STR003,SKU001010,0.0014,0.01,0.02,0.05,0.65,-0.077,1.15,0.0,0
STR003,SKU001011,0.1927,1.28,2.56,5.13,0.86,0.182,0.95,0.0,0
STR003,SKU001014,0.2557,2.01,4.01,8.02,0.74,-0.119,1.12,0.0,0
STR003,SKU001015,0.1062,0.76,1.52,3.03,0.88,-0.084,1.02,0.0,0
STR003,SKU001016,0.0177,0.11,0.21,0.43,0.86,0.018,0.86,0.0,0
STR003,SKU001017,0.1169,1.2,2.41,4.82,0.84,0.105,1.09,0.35,1
STR003,SKU001020,0.0264,0.17,0.34,0.69,0.68,0.198,0.93,0.0,0
STR003,SKU001022,0.0022,0.02,0.03,0.06,0.95,0.102,1.05,0.0,0
STR003,SKU001023,0.0363,0.26,0.52,1.05,0.86,0.016,1.03,0.0,0
STR003,SKU001025,0.0508,0.31,0.61,1.22,0.72,-0.051,0.86,0.0,0
STR003,SKU001026,0.0378,0.25,0.5,0.99,0.94,-0.06,0.94,0.0,0
STR003,SKU001027,0.0125,0.09,0.18,0.36,0.7,-0.009,1.02,0.0,0
STR003,SKU001030,0.0045,0.04,0.07,0.14,0.78,0.071,1.11,0.0,0
STR003,SKU001031,0.0714,0.5,1.01,2.02,0.7,0.054,1.01,0.0,0
STR003,SKU001032,0.2626,1.75,3.49,6.98,0.87,0.066,0.95,0.0,0
STR003,SKU001033,0.0193,0.14,0.28,0.57,0.72,-0.097,1.05,0.0,0
STR003,SKU001034,0.3214,2.25,4.5,9.0,0.94,-0.03,1.0,0.0,0
STR003,SKU001035,0.1404,0.97,1.95,3.89,0.81,0.028,0.99,0.0,0
STR003,SKU001040,0.0053,0.04,0.07,0.14,0.81,0.196,0.97,0.0,0
