store_id,sku_id,forecast_daily_sales_base,forecast_next_7_units,forecast_next_14_units,forecast_next_28_units,forecast_confidence,under_forecast_bias,seasonal_index,promo_uplift_pct,promo_flag_next_28d,normalized_forecast_14,quantity_origin,conversion_version,conversion_factor,source_origin
006,35,1.6,11.2,22.4,44.8,0.5,0,1,0,0,2.24,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,36,4.5,31.5,63.0,126.0,0.5,0,1,0,0,6.3,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,4,3.5,24.5,49.0,98.0,0.5,0,1,0,0,4.9,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,5,5.1,35.7,71.4,142.8,0.5,0,1,0,0,7.14,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,6,5.2,36.4,72.8,145.6,0.5,0,1,0,0,7.28,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,7,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,8,5.1,35.7,71.4,142.8,0.5,0,1,0,0,7.14,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
006,9,3.3,23.1,46.2,92.4,0.5,0,1,0,0,4.62,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,1,1.1,7.7,15.4,30.8,0.5,0,1,0,0,1.54,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,10,4.7,32.9,65.8,131.6,0.5,0,1,0,0,6.58,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,11,1.4,9.8,19.6,39.2,0.5,0,1,0,0,1.96,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,12,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,13,2.5,17.5,35.0,70.0,0.5,0,1,0,0,3.5,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,14,4.4,30.8,61.6,123.2,0.5,0,1,0,0,6.16,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,15,1.7,11.9,23.8,47.6,0.5,0,1,0,0,2.38,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,16,5.5,38.5,77.0,154.0,0.5,0,1,0,0,7.7,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,17,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,18,3.2,22.4,44.8,89.6,0.5,0,1,0,0,4.48,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,19,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,2,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,20,3.3,23.1,46.2,92.4,0.5,0,1,0,0,4.62,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,21,4.0,28.0,56.0,112.0,0.5,0,1,0,0,5.6,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,22,2.0,14.0,28.0,56.0,0.5,0,1,0,0,2.8,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,23,2.7,18.9,37.8,75.6,0.5,0,1,0,0,3.78,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,24,1.0,7.0,14.0,28.0,0.5,0,1,0,0,1.4,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,25,2.7,18.9,37.8,75.6,0.5,0,1,0,0,3.78,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,26,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,27,1.9,13.3,26.6,53.2,0.5,0,1,0,0,2.66,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,28,5.5,38.5,77.0,154.0,0.5,0,1,0,0,7.7,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,29,3.3,23.1,46.2,92.4,0.5,0,1,0,0,4.62,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,3,2.4,16.8,33.6,67.2,0.5,0,1,0,0,3.36,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,30,5.9,41.3,82.6,165.2,0.5,0,1,0,0,8.26,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,31,2.2,15.4,30.8,61.6,0.5,0,1,0,0,3.08,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,32,5.2,36.4,72.8,145.6,0.5,0,1,0,0,7.28,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,33,5.8,40.6,81.2,162.4,0.5,0,1,0,0,8.12,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,34,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,35,4.2,29.4,58.8,117.6,0.5,0,1,0,0,5.88,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,36,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,4,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,5,3.4,23.8,47.6,95.2,0.5,0,1,0,0,4.76,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,6,1.4,9.8,19.6,39.2,0.5,0,1,0,0,1.96,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,7,5.3,37.1,74.2,148.4,0.5,0,1,0,0,7.42,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,8,5.7,39.9,79.8,159.6,0.5,0,1,0,0,7.98,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
007,9,3.0,21.0,42.0,84.0,0.5,0,1,0,0,4.2,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,1,2.1,14.7,29.4,58.8,0.5,0,1,0,0,2.94,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,10,5.3,37.1,74.2,148.4,0.5,0,1,0,0,7.42,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,11,4.8,33.6,67.2,134.4,0.5,0,1,0,0,6.72,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,12,2.3,16.1,32.2,64.4,0.5,0,1,0,0,3.22,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,13,4.9,34.3,68.6,137.2,0.5,0,1,0,0,6.86,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,14,5.9,41.3,82.6,165.2,0.5,0,1,0,0,8.26,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,15,4.6,32.2,64.4,128.8,0.5,0,1,0,0,6.44,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,16,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,17,1.7,11.9,23.8,47.6,0.5,0,1,0,0,2.38,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,18,2.9,20.3,40.6,81.2,0.5,0,1,0,0,4.06,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,19,1.2,8.4,16.8,33.6,0.5,0,1,0,0,1.68,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,2,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,20,3.6,25.2,50.4,100.8,0.5,0,1,0,0,5.04,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,21,4.3,30.1,60.2,120.4,0.5,0,1,0,0,6.02,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,22,3.3,23.1,46.2,92.4,0.5,0,1,0,0,4.62,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,23,1.6,11.2,22.4,44.8,0.5,0,1,0,0,2.24,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,24,1.0,7.0,14.0,28.0,0.5,0,1,0,0,1.4,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,25,4.2,29.4,58.8,117.6,0.5,0,1,0,0,5.88,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,26,5.3,37.1,74.2,148.4,0.5,0,1,0,0,7.42,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,27,2.7,18.9,37.8,75.6,0.5,0,1,0,0,3.78,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,28,2.6,18.2,36.4,72.8,0.5,0,1,0,0,3.64,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,29,4.1,28.7,57.4,114.8,0.5,0,1,0,0,5.74,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,3,4.7,32.9,65.8,131.6,0.5,0,1,0,0,6.58,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,30,4.3,30.1,60.2,120.4,0.5,0,1,0,0,6.02,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,31,1.3,9.1,18.2,36.4,0.5,0,1,0,0,1.82,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,32,4.3,30.1,60.2,120.4,0.5,0,1,0,0,6.02,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,33,3.8,26.6,53.2,106.4,0.5,0,1,0,0,5.32,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,34,3.7,25.9,51.8,103.6,0.5,0,1,0,0,5.18,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,35,2.7,18.9,37.8,75.6,0.5,0,1,0,0,3.78,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,36,5.5,38.5,77.0,154.0,0.5,0,1,0,0,7.7,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,4,5.0,35.0,70.0,140.0,0.5,0,1,0,0,7.0,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,5,1.8,12.6,25.2,50.4,0.5,0,1,0,0,2.52,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,6,2.6,18.2,36.4,72.8,0.5,0,1,0,0,3.64,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,7,4.7,32.9,65.8,131.6,0.5,0,1,0,0,6.58,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,8,3.0,21.0,42.0,84.0,0.5,0,1,0,0,4.2,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
008,9,3.5,24.5,49.0,98.0,0.5,0,1,0,0,4.9,synthetic_operational_conversion,scale10-v1,10,synthetic_fixture
